_id,FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF
2105,2007/08,S08000022, ,25-39 years,Male,Total,d,290, ,1090.31, ,200, ,751.94, 
2106,2007/08,S08000022, ,25-39 years,Female,Total,d,220, ,801.02, ,140, ,509.74, 
2107,2007/08,S08000022, ,40-64 years,Male,Total,d,610, ,1055.51, ,400, ,692.14, 
2108,2007/08,S08000022, ,40-64 years,Female,Total,d,440, ,743.67, ,310, ,523.95, 
2109,2007/08,S08000022, ,65plus years,Male,Total,d,360, ,1444.28, ,260, ,1043.09, 
2110,2007/08,S08000022, ,65plus years,Female,Total,d,430, ,1322.06, ,310, ,953.11, 
2111,2007/08,S08000024, ,0-17 years,Male,Total,d,70, ,86.56, ,50, ,61.83, 
2112,2007/08,S08000024, ,0-17 years,Female,Total,d,80, ,104.18, ,60, ,78.14, 
2113,2007/08,S08000024, ,18-24 years,Male,Total,d,180, ,446.59, ,140, ,347.35, 
2114,2007/08,S08000024, ,18-24 years,Female,Total,d,150, ,352.08, ,110, ,258.19, 
2115,2007/08,S08000024, ,25-39 years,Male,Total,d,700, ,785.29, ,470, ,527.27, 
2116,2007/08,S08000024, ,25-39 years,Female,Total,d,530, ,576.96, ,350, ,381.01, 
2117,2007/08,S08000024, ,40-64 years,Male,Total,d,1120, ,874.37, ,710, ,554.29, 
2118,2007/08,S08000024, ,40-64 years,Female,Total,d,900, ,674.49, ,580, ,434.67, 
2119,2007/08,S08000024, ,65plus years,Male,Total,d,770, ,1562.44, ,480, ,973.99, 
2120,2007/08,S08000024, ,65plus years,Female,Total,d,1060, ,1534.65, ,720, ,1042.41, 
2121,2007/08,S08000025, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
2122,2007/08,S08000025, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
2123,2007/08,S08000025, ,18-24 years,Male,Total,d,0, ,0, ,0, ,0, 
2124,2007/08,S08000025, ,18-24 years,Female,Total,d,10, ,1510.57, ,0, ,0, 
2125,2007/08,S08000025, ,25-39 years,Male,Total,d,10, ,613.12, ,10, ,613.12, 
2126,2007/08,S08000025, ,25-39 years,Female,Total,d,20, ,1146.79, ,10, ,573.39, 
2127,2007/08,S08000025, ,40-64 years,Male,Total,d,20, ,511.12, ,20, ,511.12, 
2128,2007/08,S08000025, ,40-64 years,Female,Total,d,10, ,260.28, ,10, ,260.28, 
2129,2007/08,S08000025, ,65plus years,Male,Total,d,10, ,592.42, ,10, ,592.42, 
2130,2007/08,S08000025, ,65plus years,Female,Total,d,10, ,476.42, ,10, ,476.42, 
2131,2007/08,S08000026, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
2132,2007/08,S08000026, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
2133,2007/08,S08000026, ,18-24 years,Male,Total,d,10, ,1121.08, ,0, ,0, 
2134,2007/08,S08000026, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
2135,2007/08,S08000026, ,25-39 years,Male,Total,d,10, ,467.73, ,10, ,467.73, 
2136,2007/08,S08000026, ,25-39 years,Female,Total,d,20, ,942.06, ,10, ,471.03, 
2137,2007/08,S08000026, ,40-64 years,Male,Total,d,30, ,730.82, ,20, ,487.21, 
2138,2007/08,S08000026, ,40-64 years,Female,Total,d,20, ,526.32, ,10, ,263.16, 
2139,2007/08,S08000026, ,65plus years,Male,Total,d,10, ,663.13, ,0, ,0, 
2140,2007/08,S08000026, ,65plus years,Female,Total,d,0, ,0, ,0, ,0, 
2141,2007/08,S08000028, ,0-17 years,Male,Total,d,10, ,368.19, ,10, ,368.19, 
2142,2007/08,S08000028, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
2143,2007/08,S08000028, ,18-24 years,Male,Total,d,10, ,1011.12, ,10, ,1011.12, 
2144,2007/08,S08000028, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
2145,2007/08,S08000028, ,25-39 years,Male,Total,d,40, ,1763.67, ,20, ,881.83, 
2146,2007/08,S08000028, ,25-39 years,Female,Total,d,10, ,440.33, ,10, ,440.33, 
2147,2007/08,S08000028, ,40-64 years,Male,Total,d,70, ,1375.79, ,60, ,1179.25, 
2148,2007/08,S08000028, ,40-64 years,Female,Total,d,40, ,832.47, ,20, ,416.23, 
2149,2007/08,S08000028, ,65plus years,Male,Total,d,50, ,2136.75, ,40, ,1709.4, 
2150,2007/08,S08000028, ,65plus years,Female,Total,d,40, ,1246.88, ,30, ,935.16, 
2151,2007/08,S08000029, ,0-17 years,Male,Total,d,30, ,80.56, ,30, ,80.56, 
2152,2007/08,S08000029, ,0-17 years,Female,Total,d,20, ,55.65, ,20, ,55.65, 
2153,2007/08,S08000029, ,18-24 years,Male,Total,d,90, ,551.07, ,70, ,428.61, 
2154,2007/08,S08000029, ,18-24 years,Female,Total,d,80, ,479.79, ,50, ,299.87, 
2155,2007/08,S08000029, ,25-39 years,Male,Total,d,340, ,1035.67, ,210, ,639.68, 
2156,2007/08,S08000029, ,25-39 years,Female,Total,d,210, ,609.05, ,130, ,377.03, 
2157,2007/08,S08000029, ,40-64 years,Male,Total,d,470, ,768.06, ,300, ,490.25, 
2158,2007/08,S08000029, ,40-64 years,Female,Total,d,400, ,625.19, ,260, ,406.37, 
2159,2007/08,S08000029, ,65plus years,Male,Total,d,290, ,1133.17, ,180, ,703.34, 
2160,2007/08,S08000029, ,65plus years,Female,Total,d,340, ,986.08, ,250, ,725.06, 
2161,2007/08,S08000030, ,0-17 years,Male,Total,d,30, ,73.84, ,30, ,73.84, 
2162,2007/08,S08000030, ,0-17 years,Female,Total,d,40, ,102.94, ,30, ,77.21, 
2163,2007/08,S08000030, ,18-24 years,Male,Total,d,120, ,663.09, ,70, ,386.8, 
2164,2007/08,S08000030, ,18-24 years,Female,Total,d,90, ,486.8, ,60, ,324.53, 
2165,2007/08,S08000030, ,25-39 years,Male,Total,d,360, ,1044.11, ,240, ,696.08, 
2166,2007/08,S08000030, ,25-39 years,Female,Total,d,240, ,657.61, ,150, ,411, 
2167,2007/08,S08000030, ,40-64 years,Male,Total,d,540, ,806.46, ,370, ,552.58, 
2168,2007/08,S08000030, ,40-64 years,Female,Total,d,390, ,553.79, ,270, ,383.39, 
2169,2007/08,S08000030, ,65plus years,Male,Total,d,260, ,828.71, ,220, ,701.22, 
2170,2007/08,S08000030, ,65plus years,Female,Total,d,420, ,986.4, ,350, ,822, 
2171,2007/08,S08000031, ,0-17 years,Male,Total,d,80, ,68.94, ,70, ,60.33, 
2172,2007/08,S08000031, ,0-17 years,Female,Total,d,60, ,54.2, ,60, ,54.2, 
2173,2007/08,S08000031, ,18-24 years,Male,Total,d,310, ,546.38, ,210, ,370.13, 
2174,2007/08,S08000031, ,18-24 years,Female,Total,d,210, ,358.45, ,150, ,256.04, 
2175,2007/08,S08000031, ,25-39 years,Male,Total,d,1420, ,1292.17, ,920, ,837.18, 
2176,2007/08,S08000031, ,25-39 years,Female,Total,d,890, ,756.28, ,590, ,501.36, 
2177,2007/08,S08000031, ,40-64 years,Male,Total,d,2330, ,1310.82, ,1510, ,849.5, 
2178,2007/08,S08000031, ,40-64 years,Female,Total,d,1490, ,785.03, ,980, ,516.33, 
2179,2007/08,S08000031, ,65plus years,Male,Total,d,950, ,1353.76, ,670, ,954.76, 
2180,2007/08,S08000031, ,65plus years,Female,Total,d,1350, ,1290.01, ,940, ,898.23, 
2181,2007/08,S08000032, ,0-17 years,Male,Total,d,60, ,84.89, ,50, ,70.74, 
2182,2007/08,S08000032, ,0-17 years,Female,Total,d,50, ,73.99, ,40, ,59.19, 
2183,2007/08,S08000032, ,18-24 years,Male,Total,d,160, ,579.04, ,110, ,398.09, 
2184,2007/08,S08000032, ,18-24 years,Female,Total,d,110, ,397.27, ,60, ,216.69, 
2185,2007/08,S08000032, ,25-39 years,Male,Total,d,770, ,1229.4, ,440, ,702.52, 
2186,2007/08,S08000032, ,25-39 years,Female,Total,d,460, ,692.45, ,280, ,421.49, 
2187,2007/08,S08000032, ,40-64 years,Male,Total,d,1140, ,1065.24, ,660, ,616.72, 
2188,2007/08,S08000032, ,40-64 years,Female,Total,d,780, ,681.68, ,480, ,419.5, 
2189,2007/08,S08000032, ,65plus years,Male,Total,d,520, ,1287.48, ,340, ,841.81, 
2190,2007/08,S08000032, ,65plus years,Female,Total,d,610, ,1069.05, ,420, ,736.07, 
2191,2007/08,RA2702, ,0-17 years,Male,Total,d,10, , ,:,10, , ,:
2192,2007/08,RA2702, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2193,2007/08,RA2702, ,18-24 years,Male,Total,d,10, , ,:,10, , ,:
2194,2007/08,RA2702, ,18-24 years,Female,Total,d,10, , ,:,10, , ,:
2195,2007/08,RA2702, ,25-39 years,Male,Total,d,50, , ,:,50, , ,:
2196,2007/08,RA2702, ,25-39 years,Female,Total,d,20, , ,:,20, , ,:
2197,2007/08,RA2702, ,40-64 years,Male,Total,d,50, , ,:,50, , ,:
2198,2007/08,RA2702, ,40-64 years,Female,Total,d,30, , ,:,30, , ,:
2199,2007/08,RA2702, ,65plus years,Male,Total,d,10, , ,:,10, , ,:
2200,2007/08,RA2702, ,65plus years,Female,Total,d,10, , ,:,10, , ,:
2201,2007/08,RA2701, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2202,2007/08,RA2701, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2203,2007/08,RA2701, ,18-24 years,Male,Total,d,50, , ,:,40, , ,:
2204,2007/08,RA2701, ,18-24 years,Female,Total,d,10, , ,:,10, , ,:
2205,2007/08,RA2701, ,25-39 years,Male,Total,d,150, , ,:,110, , ,:
2206,2007/08,RA2701, ,25-39 years,Female,Total,d,30, , ,:,30, , ,:
2207,2007/08,RA2701, ,40-64 years,Male,Total,d,140, , ,:,120, , ,:
2208,2007/08,RA2701, ,40-64 years,Female,Total,d,40, , ,:,30, , ,:
2209,2007/08,RA2701, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
2210,2007/08,RA2701, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
2211,2007/08,RA2704, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2212,2007/08,RA2704, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2213,2007/08,RA2704, ,18-24 years,Male,Total,d,0, , ,:,0, , ,:
2214,2007/08,RA2704, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
2215,2007/08,RA2704, ,25-39 years,Male,Total,d,20, , ,:,20, , ,:
2216,2007/08,RA2704, ,25-39 years,Female,Total,d,10, , ,:,10, , ,:
2217,2007/08,RA2704, ,40-64 years,Male,Total,d,20, , ,:,20, , ,:
2218,2007/08,RA2704, ,40-64 years,Female,Total,d,10, , ,:,10, , ,:
2219,2007/08,RA2704, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
2220,2007/08,RA2704, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
2221,2007/08,RA2703, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2222,2007/08,RA2703, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2223,2007/08,RA2703, ,18-24 years,Male,Total,d,0, , ,:,0, , ,:
2224,2007/08,RA2703, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
2225,2007/08,RA2703, ,25-39 years,Male,Total,d,0, , ,:,0, , ,:
2226,2007/08,RA2703, ,25-39 years,Female,Total,d,0, , ,:,0, , ,:
2227,2007/08,RA2703, ,40-64 years,Male,Total,d,10, , ,:,10, , ,:
2228,2007/08,RA2703, ,40-64 years,Female,Total,d,10, , ,:,10, , ,:
2229,2007/08,RA2703, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
2230,2007/08,RA2703, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
2231,2008/09,S08000015, ,0-17 years,Male,Total,d,50, ,129.77, ,40, ,103.82, 
2232,2008/09,S08000015, ,0-17 years,Female,Total,d,40, ,107.85, ,30, ,80.89, 
2233,2008/09,S08000015, ,18-24 years,Male,Total,d,110, ,729.06, ,70, ,463.94, 
2234,2008/09,S08000015, ,18-24 years,Female,Total,d,90, ,596.74, ,60, ,397.83, 
2235,2008/09,S08000015, ,25-39 years,Male,Total,d,370, ,1204.23, ,240, ,781.12, 
2236,2008/09,S08000015, ,25-39 years,Female,Total,d,270, ,805.85, ,170, ,507.39, 
2237,2008/09,S08000015, ,40-64 years,Male,Total,d,600, ,931.08, ,410, ,636.24, 
2238,2008/09,S08000015, ,40-64 years,Female,Total,d,430, ,618.85, ,290, ,417.36, 
2239,2008/09,S08000015, ,65plus years,Male,Total,d,220, ,756.25, ,180, ,618.75, 
2240,2008/09,S08000015, ,65plus years,Female,Total,d,280, ,716.33, ,220, ,562.83, 
2241,2008/09,S08000016, ,0-17 years,Male,Total,d,20, ,174.17, ,20, ,174.17, 
2242,2008/09,S08000016, ,0-17 years,Female,Total,d,30, ,267.21, ,20, ,178.14, 
2243,2008/09,S08000016, ,18-24 years,Male,Total,d,30, ,795.76, ,30, ,795.76, 
2244,2008/09,S08000016, ,18-24 years,Female,Total,d,20, ,528.12, ,20, ,528.12, 
2245,2008/09,S08000016, ,25-39 years,Male,Total,d,150, ,1709.21, ,80, ,911.58, 
2246,2008/09,S08000016, ,25-39 years,Female,Total,d,90, ,963.8, ,50, ,535.45, 
2247,2008/09,S08000016, ,40-64 years,Male,Total,d,150, ,716.4, ,90, ,429.84, 
2248,2008/09,S08000016, ,40-64 years,Female,Total,d,150, ,695.02, ,90, ,417.01, 
2249,2008/09,S08000016, ,65plus years,Male,Total,d,150, ,1517.45, ,100, ,1011.63, 
2250,2008/09,S08000016, ,65plus years,Female,Total,d,180, ,1431.53, ,140, ,1113.41, 
2251,2008/09,S08000017, ,0-17 years,Male,Total,d,20, ,132.64, ,20, ,132.64, 
2252,2008/09,S08000017, ,0-17 years,Female,Total,d,20, ,138.97, ,20, ,138.97, 
2253,2008/09,S08000017, ,18-24 years,Male,Total,d,20, ,364.03, ,20, ,364.03, 
2254,2008/09,S08000017, ,18-24 years,Female,Total,d,40, ,781.71, ,20, ,390.85, 
2255,2008/09,S08000017, ,25-39 years,Male,Total,d,90, ,810.01, ,60, ,540.01, 
2256,2008/09,S08000017, ,25-39 years,Female,Total,d,90, ,746.76, ,60, ,497.84, 
2257,2008/09,S08000017, ,40-64 years,Male,Total,d,150, ,547.97, ,110, ,401.84, 
2258,2008/09,S08000017, ,40-64 years,Female,Total,d,160, ,557.08, ,110, ,383, 
2259,2008/09,S08000017, ,65plus years,Male,Total,d,160, ,1133.95, ,110, ,779.59, 
2260,2008/09,S08000017, ,65plus years,Female,Total,d,120, ,683.33, ,90, ,512.5, 
2261,2008/09,S08000019, ,0-17 years,Male,Total,d,10, ,31.87, ,10, ,31.87, 
2262,2008/09,S08000019, ,0-17 years,Female,Total,d,20, ,66.39, ,10, ,33.2, 
2263,2008/09,S08000019, ,18-24 years,Male,Total,d,60, ,458.58, ,40, ,305.72, 
2264,2008/09,S08000019, ,18-24 years,Female,Total,d,50, ,389.89, ,30, ,233.94, 
2265,2008/09,S08000019, ,25-39 years,Male,Total,d,230, ,845.25, ,150, ,551.25, 
2266,2008/09,S08000019, ,25-39 years,Female,Total,d,180, ,615.22, ,110, ,375.97, 
2267,2008/09,S08000019, ,40-64 years,Male,Total,d,310, ,617.96, ,220, ,438.55, 
2268,2008/09,S08000019, ,40-64 years,Female,Total,d,230, ,440.4, ,170, ,325.51, 
2269,2008/09,S08000019, ,65plus years,Male,Total,d,180, ,897.04, ,140, ,697.7, 
2270,2008/09,S08000019, ,65plus years,Female,Total,d,210, ,786.84, ,160, ,599.5, 
2271,2008/09,S08000020, ,0-17 years,Male,Total,d,40, ,70.85, ,40, ,70.85, 
2272,2008/09,S08000020, ,0-17 years,Female,Total,d,40, ,74.99, ,40, ,74.99, 
2273,2008/09,S08000020, ,18-24 years,Male,Total,d,100, ,371.25, ,60, ,222.75, 
2274,2008/09,S08000020, ,18-24 years,Female,Total,d,70, ,268.94, ,60, ,230.52, 
2275,2008/09,S08000020, ,25-39 years,Male,Total,d,320, ,562.66, ,220, ,386.83, 
2276,2008/09,S08000020, ,25-39 years,Female,Total,d,230, ,415.62, ,160, ,289.13, 
2277,2008/09,S08000020, ,40-64 years,Male,Total,d,620, ,643.75, ,430, ,446.47, 
2278,2008/09,S08000020, ,40-64 years,Female,Total,d,480, ,501.03, ,340, ,354.89, 
2279,2008/09,S08000020, ,65plus years,Male,Total,d,360, ,958.29, ,290, ,771.95, 
2280,2008/09,S08000020, ,65plus years,Female,Total,d,450, ,917.79, ,370, ,754.62, 
2281,2008/09,S08000022, ,0-17 years,Male,Total,d,40, ,122.44, ,40, ,122.44, 
2282,2008/09,S08000022, ,0-17 years,Female,Total,d,50, ,160.93, ,40, ,128.75, 
2283,2008/09,S08000022, ,18-24 years,Male,Total,d,60, ,483.36, ,60, ,483.36, 
2284,2008/09,S08000022, ,18-24 years,Female,Total,d,80, ,768.49, ,50, ,480.31, 
2285,2008/09,S08000022, ,25-39 years,Male,Total,d,300, ,1145.74, ,200, ,763.83, 
2286,2008/09,S08000022, ,25-39 years,Female,Total,d,210, ,774.91, ,150, ,553.51, 
2287,2008/09,S08000022, ,40-64 years,Male,Total,d,650, ,1113.47, ,440, ,753.73, 
2288,2008/09,S08000022, ,40-64 years,Female,Total,d,410, ,685.66, ,280, ,468.26, 
2289,2008/09,S08000022, ,65plus years,Male,Total,d,390, ,1514.97, ,270, ,1048.83, 
2290,2008/09,S08000022, ,65plus years,Female,Total,d,400, ,1207.73, ,290, ,875.6, 
2291,2008/09,S08000024, ,0-17 years,Male,Total,d,50, ,61.82, ,50, ,61.82, 
2292,2008/09,S08000024, ,0-17 years,Female,Total,d,80, ,103.98, ,50, ,64.99, 
2293,2008/09,S08000024, ,18-24 years,Male,Total,d,170, ,412.73, ,130, ,315.62, 
2294,2008/09,S08000024, ,18-24 years,Female,Total,d,130, ,297.49, ,100, ,228.84, 
2295,2008/09,S08000024, ,25-39 years,Male,Total,d,670, ,750.83, ,450, ,504.29, 
2296,2008/09,S08000024, ,25-39 years,Female,Total,d,500, ,545.2, ,340, ,370.74, 
2297,2008/09,S08000024, ,40-64 years,Male,Total,d,1110, ,852.08, ,740, ,568.06, 
2298,2008/09,S08000024, ,40-64 years,Female,Total,d,820, ,606.01, ,550, ,406.47, 
2299,2008/09,S08000024, ,65plus years,Male,Total,d,760, ,1514.91, ,470, ,936.85, 
2300,2008/09,S08000024, ,65plus years,Female,Total,d,1070, ,1538.7, ,690, ,992.25, 
2301,2008/09,S08000025, ,0-17 years,Male,Total,d,0, ,0, ,0, ,0, 
2302,2008/09,S08000025, ,0-17 years,Female,Total,d,10, ,478.24, ,10, ,478.24, 
2303,2008/09,S08000025, ,18-24 years,Male,Total,d,10, ,1290.32, ,10, ,1290.32, 
2304,2008/09,S08000025, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
2305,2008/09,S08000025, ,25-39 years,Male,Total,d,0, ,0, ,0, ,0, 
2306,2008/09,S08000025, ,25-39 years,Female,Total,d,10, ,583.09, ,10, ,583.09, 
2307,2008/09,S08000025, ,40-64 years,Male,Total,d,30, ,756.24, ,20, ,504.16, 
2308,2008/09,S08000025, ,40-64 years,Female,Total,d,10, ,258.26, ,10, ,258.26, 
2309,2008/09,S08000025, ,65plus years,Male,Total,d,10, ,572.08, ,10, ,572.08, 
2310,2008/09,S08000025, ,65plus years,Female,Total,d,10, ,463.82, ,10, ,463.82, 
2311,2008/09,S08000026, ,0-17 years,Male,Total,d,10, ,385.51, ,0, ,0, 
2312,2008/09,S08000026, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
2313,2008/09,S08000026, ,18-24 years,Male,Total,d,10, ,1097.69, ,10, ,1097.69, 
2314,2008/09,S08000026, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
2315,2008/09,S08000026, ,25-39 years,Male,Total,d,10, ,470.15, ,10, ,470.15, 
2316,2008/09,S08000026, ,25-39 years,Female,Total,d,10, ,481.93, ,0, ,0, 
2317,2008/09,S08000026, ,40-64 years,Male,Total,d,20, ,484.03, ,10, ,242.01, 
2318,2008/09,S08000026, ,40-64 years,Female,Total,d,10, ,260.48, ,10, ,260.48, 
2319,2008/09,S08000026, ,65plus years,Male,Total,d,0, ,0, ,0, ,0, 
2320,2008/09,S08000026, ,65plus years,Female,Total,d,0, ,0, ,0, ,0, 
2321,2008/09,S08000028, ,0-17 years,Male,Total,d,10, ,371.2, ,0, ,0, 
2322,2008/09,S08000028, ,0-17 years,Female,Total,d,0, ,0, ,0, ,0, 
2323,2008/09,S08000028, ,18-24 years,Male,Total,d,10, ,1002, ,0, ,0, 
2324,2008/09,S08000028, ,18-24 years,Female,Total,d,0, ,0, ,0, ,0, 
2325,2008/09,S08000028, ,25-39 years,Male,Total,d,30, ,1345.29, ,20, ,896.86, 
2326,2008/09,S08000028, ,25-39 years,Female,Total,d,10, ,455.79, ,10, ,455.79, 
2327,2008/09,S08000028, ,40-64 years,Male,Total,d,80, ,1563.42, ,50, ,977.14, 
2328,2008/09,S08000028, ,40-64 years,Female,Total,d,30, ,616.27, ,20, ,410.85, 
2329,2008/09,S08000028, ,65plus years,Male,Total,d,40, ,1663.89, ,20, ,831.95, 
2330,2008/09,S08000028, ,65plus years,Female,Total,d,50, ,1529.05, ,40, ,1223.24, 
2331,2008/09,S08000029, ,0-17 years,Male,Total,d,20, ,53.62, ,20, ,53.62, 
2332,2008/09,S08000029, ,0-17 years,Female,Total,d,10, ,27.75, ,10, ,27.75, 
2333,2008/09,S08000029, ,18-24 years,Male,Total,d,80, ,496.4, ,60, ,372.3, 
2334,2008/09,S08000029, ,18-24 years,Female,Total,d,80, ,484.94, ,60, ,363.7, 
2335,2008/09,S08000029, ,25-39 years,Male,Total,d,310, ,958.77, ,200, ,618.56, 
2336,2008/09,S08000029, ,25-39 years,Female,Total,d,190, ,558.33, ,150, ,440.79, 
2337,2008/09,S08000029, ,40-64 years,Male,Total,d,410, ,662.86, ,280, ,452.69, 
2338,2008/09,S08000029, ,40-64 years,Female,Total,d,380, ,586.33, ,260, ,401.17, 
2339,2008/09,S08000029, ,65plus years,Male,Total,d,280, ,1066.26, ,180, ,685.45, 
2340,2008/09,S08000029, ,65plus years,Female,Total,d,360, ,1034.27, ,240, ,689.52, 
2341,2008/09,S08000030, ,0-17 years,Male,Total,d,40, ,98.31, ,20, ,49.15, 
2342,2008/09,S08000030, ,0-17 years,Female,Total,d,20, ,51.02, ,20, ,51.02, 
2343,2008/09,S08000030, ,18-24 years,Male,Total,d,100, ,538.39, ,80, ,430.71, 
2344,2008/09,S08000030, ,18-24 years,Female,Total,d,90, ,477.76, ,70, ,371.59, 
2345,2008/09,S08000030, ,25-39 years,Male,Total,d,330, ,951.86, ,220, ,634.57, 
2346,2008/09,S08000030, ,25-39 years,Female,Total,d,250, ,688.86, ,190, ,523.53, 
2347,2008/09,S08000030, ,40-64 years,Male,Total,d,530, ,783.87, ,370, ,547.23, 
2348,2008/09,S08000030, ,40-64 years,Female,Total,d,440, ,618.32, ,310, ,435.63, 
2349,2008/09,S08000030, ,65plus years,Male,Total,d,340, ,1064.06, ,280, ,876.29, 
2350,2008/09,S08000030, ,65plus years,Female,Total,d,430, ,1001.75, ,350, ,815.38, 
2351,2008/09,S08000031, ,0-17 years,Male,Total,d,80, ,69.38, ,70, ,60.71, 
2352,2008/09,S08000031, ,0-17 years,Female,Total,d,90, ,81.81, ,80, ,72.72, 
2353,2008/09,S08000031, ,18-24 years,Male,Total,d,320, ,555.78, ,220, ,382.1, 
2354,2008/09,S08000031, ,18-24 years,Female,Total,d,220, ,372.57, ,150, ,254.02, 
2355,2008/09,S08000031, ,25-39 years,Male,Total,d,1480, ,1340.69, ,930, ,842.46, 
2356,2008/09,S08000031, ,25-39 years,Female,Total,d,930, ,793.62, ,600, ,512.02, 
2357,2008/09,S08000031, ,40-64 years,Male,Total,d,2600, ,1446.14, ,1660, ,923.3, 
2358,2008/09,S08000031, ,40-64 years,Female,Total,d,1550, ,806.81, ,1050, ,546.55, 
2359,2008/09,S08000031, ,65plus years,Male,Total,d,940, ,1327.12, ,680, ,960.05, 
2360,2008/09,S08000031, ,65plus years,Female,Total,d,1370, ,1309.89, ,940, ,898.76, 
2361,2008/09,S08000032, ,0-17 years,Male,Total,d,50, ,70.74, ,30, ,42.44, 
2362,2008/09,S08000032, ,0-17 years,Female,Total,d,30, ,44.31, ,20, ,29.54, 
2363,2008/09,S08000032, ,18-24 years,Male,Total,d,140, ,508.52, ,110, ,399.55, 
2364,2008/09,S08000032, ,18-24 years,Female,Total,d,130, ,470.74, ,80, ,289.69, 
2365,2008/09,S08000032, ,25-39 years,Male,Total,d,840, ,1354.25, ,510, ,822.22, 
2366,2008/09,S08000032, ,25-39 years,Female,Total,d,450, ,685.98, ,290, ,442.07, 
2367,2008/09,S08000032, ,40-64 years,Male,Total,d,1150, ,1059.84, ,650, ,599.04, 
2368,2008/09,S08000032, ,40-64 years,Female,Total,d,730, ,629.71, ,490, ,422.68, 
2369,2008/09,S08000032, ,65plus years,Male,Total,d,510, ,1237.59, ,340, ,825.06, 
2370,2008/09,S08000032, ,65plus years,Female,Total,d,680, ,1176.61, ,450, ,778.64, 
2371,2008/09,RA2702, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2372,2008/09,RA2702, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2373,2008/09,RA2702, ,18-24 years,Male,Total,d,20, , ,:,10, , ,:
2374,2008/09,RA2702, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
2375,2008/09,RA2702, ,25-39 years,Male,Total,d,50, , ,:,40, , ,:
2376,2008/09,RA2702, ,25-39 years,Female,Total,d,10, , ,:,10, , ,:
2377,2008/09,RA2702, ,40-64 years,Male,Total,d,60, , ,:,50, , ,:
2378,2008/09,RA2702, ,40-64 years,Female,Total,d,30, , ,:,30, , ,:
2379,2008/09,RA2702, ,65plus years,Male,Total,d,10, , ,:,10, , ,:
2380,2008/09,RA2702, ,65plus years,Female,Total,d,10, , ,:,10, , ,:
2381,2008/09,RA2701, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2382,2008/09,RA2701, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2383,2008/09,RA2701, ,18-24 years,Male,Total,d,40, , ,:,20, , ,:
2384,2008/09,RA2701, ,18-24 years,Female,Total,d,10, , ,:,10, , ,:
2385,2008/09,RA2701, ,25-39 years,Male,Total,d,140, , ,:,120, , ,:
2386,2008/09,RA2701, ,25-39 years,Female,Total,d,40, , ,:,30, , ,:
2387,2008/09,RA2701, ,40-64 years,Male,Total,d,160, , ,:,120, , ,:
2388,2008/09,RA2701, ,40-64 years,Female,Total,d,30, , ,:,20, , ,:
2389,2008/09,RA2701, ,65plus years,Male,Total,d,0, , ,:,0, , ,:
2390,2008/09,RA2701, ,65plus years,Female,Total,d,0, , ,:,0, , ,:
2391,2008/09,RA2704, ,0-17 years,Male,Total,d,0, , ,:,0, , ,:
2392,2008/09,RA2704, ,0-17 years,Female,Total,d,0, , ,:,0, , ,:
2393,2008/09,RA2704, ,18-24 years,Male,Total,d,0, , ,:,0, , ,:
2394,2008/09,RA2704, ,18-24 years,Female,Total,d,0, , ,:,0, , ,:
2395,2008/09,RA2704, ,25-39 years,Male,Total,d,30, , ,:,20, , ,:
2396,2008/09,RA2704, ,25-39 years,Female,Total,d,10, , ,:,0, , ,:
2397,2008/09,RA2704, ,40-64 years,Male,Total,d,20, , ,:,20, , ,:
