_id,FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF
28,1999/00,S92000003,d,40-64 years,Female,Total,d,5550, ,689.08, ,3840, ,476.77, 
29,1999/00,S92000003,d,65plus years,Male,Total,d,5060, ,1589.47, ,3400, ,1068.02, 
30,1999/00,S92000003,d,65plus years,Female,Total,d,7310, ,1533.37, ,5240, ,1099.16, 
31,2000/01,S92000003,d,0-17 years,Male,Total,d,740, ,130.52, ,650, ,114.64, 
32,2000/01,S92000003,d,0-17 years,Female,Total,d,580, ,107.2, ,520, ,96.11, 
33,2000/01,S92000003,d,18-24 years,Male,Total,d,2090, ,954, ,1400, ,639.04, 
34,2000/01,S92000003,d,18-24 years,Female,Total,d,1220, ,554.89, ,850, ,386.61, 
35,2000/01,S92000003,d,25-39 years,Male,Total,d,6470, ,1191.98, ,4130, ,760.88, 
36,2000/01,S92000003,d,25-39 years,Female,Total,d,4640, ,804.2, ,2920, ,506.09, 
37,2000/01,S92000003,d,40-64 years,Male,Total,d,7520, ,962.57, ,5050, ,646.4, 
38,2000/01,S92000003,d,40-64 years,Female,Total,d,5510, ,675.65, ,3760, ,461.06, 
39,2000/01,S92000003,d,65plus years,Male,Total,d,4740, ,1472.83, ,3140, ,975.67, 
40,2000/01,S92000003,d,65plus years,Female,Total,d,7020, ,1469.68, ,4980, ,1042.59, 
41,2001/02,S92000003,d,0-17 years,Male,Total,d,720, ,128.1, ,620, ,110.31, 
42,2001/02,S92000003,d,0-17 years,Female,Total,d,620, ,115.77, ,530, ,98.97, 
43,2001/02,S92000003,d,18-24 years,Male,Total,d,2020, ,915.51, ,1340, ,607.32, 
44,2001/02,S92000003,d,18-24 years,Female,Total,d,1130, ,514.22, ,790, ,359.5, 
45,2001/02,S92000003,d,25-39 years,Male,Total,d,6420, ,1206.78, ,4000, ,751.89, 
46,2001/02,S92000003,d,25-39 years,Female,Total,d,4510, ,794.91, ,2880, ,507.61, 
47,2001/02,S92000003,d,40-64 years,Male,Total,d,7400, ,933.96, ,5000, ,631.06, 
48,2001/02,S92000003,d,40-64 years,Female,Total,d,5950, ,719.17, ,3920, ,473.8, 
49,2001/02,S92000003,d,65plus years,Male,Total,d,4630, ,1417.16, ,3120, ,954.98, 
50,2001/02,S92000003,d,65plus years,Female,Total,d,6670, ,1388.22, ,4740, ,986.53, 
51,2002/03,S92000003,d,0-17 years,Male,Total,d,620, ,111.44, ,520, ,93.46, 
52,2002/03,S92000003,d,0-17 years,Female,Total,d,580, ,109.18, ,500, ,94.12, 
53,2002/03,S92000003,d,18-24 years,Male,Total,d,1800, ,802.88, ,1220, ,544.17, 
54,2002/03,S92000003,d,18-24 years,Female,Total,d,1220, ,546.84, ,840, ,376.51, 
55,2002/03,S92000003,d,25-39 years,Male,Total,d,6170, ,1187.32, ,3980, ,765.89, 
56,2002/03,S92000003,d,25-39 years,Female,Total,d,4360, ,785.49, ,2790, ,502.64, 
57,2002/03,S92000003,d,40-64 years,Male,Total,d,7450, ,926.13, ,5120, ,636.48, 
58,2002/03,S92000003,d,40-64 years,Female,Total,d,5880, ,700.75, ,3960, ,471.93, 
59,2002/03,S92000003,d,65plus years,Male,Total,d,4670, ,1410.91, ,3180, ,960.75, 
60,2002/03,S92000003,d,65plus years,Female,Total,d,6550, ,1359.28, ,4720, ,979.52, 
61,2003/04,S92000003,d,0-17 years,Male,Total,d,540, ,98.28, ,480, ,87.36, 
62,2003/04,S92000003,d,0-17 years,Female,Total,d,540, ,102.77, ,460, ,87.54, 
63,2003/04,S92000003,d,18-24 years,Male,Total,d,1780, ,779.7, ,1170, ,512.5, 
64,2003/04,S92000003,d,18-24 years,Female,Total,d,1140, ,501.91, ,780, ,343.41, 
65,2003/04,S92000003,d,25-39 years,Male,Total,d,5990, ,1175.57, ,3860, ,757.54, 
66,2003/04,S92000003,d,25-39 years,Female,Total,d,4100, ,755.68, ,2670, ,492.11, 
67,2003/04,S92000003,d,40-64 years,Male,Total,d,7580, ,929.74, ,5140, ,630.46, 
68,2003/04,S92000003,d,40-64 years,Female,Total,d,5960, ,699.32, ,4090, ,479.9, 
69,2003/04,S92000003,d,65plus years,Male,Total,d,4560, ,1359.06, ,3200, ,953.73, 
70,2003/04,S92000003,d,65plus years,Female,Total,d,6800, ,1407.85, ,4710, ,975.14, 
71,2004/05,S92000003,d,0-17 years,Male,Total,d,470, ,86.24, ,410, ,75.23, 
72,2004/05,S92000003,d,0-17 years,Female,Total,d,450, ,86.27, ,390, ,74.77, 
73,2004/05,S92000003,d,18-24 years,Male,Total,d,1780, ,773.88, ,1160, ,504.32, 
74,2004/05,S92000003,d,18-24 years,Female,Total,d,1080, ,468.25, ,720, ,312.16, 
75,2004/05,S92000003,d,25-39 years,Male,Total,d,5710, ,1134.95, ,3720, ,739.41, 
76,2004/05,S92000003,d,25-39 years,Female,Total,d,4020, ,753.29, ,2560, ,479.71, 
77,2004/05,S92000003,d,40-64 years,Male,Total,d,7740, ,934.83, ,5130, ,619.59, 
78,2004/05,S92000003,d,40-64 years,Female,Total,d,5900, ,680.49, ,4010, ,462.5, 
79,2004/05,S92000003,d,65plus years,Male,Total,d,4340, ,1274.57, ,3030, ,889.85, 
80,2004/05,S92000003,d,65plus years,Female,Total,d,6080, ,1254.24, ,4440, ,915.93, 
81,2005/06,S92000003,d,0-17 years,Male,Total,d,460, ,84.86, ,400, ,73.79, 
82,2005/06,S92000003,d,0-17 years,Female,Total,d,450, ,86.84, ,360, ,69.47, 
83,2005/06,S92000003,d,18-24 years,Male,Total,d,1510, ,649.51, ,990, ,425.84, 
84,2005/06,S92000003,d,18-24 years,Female,Total,d,1040, ,442.99, ,700, ,298.17, 
85,2005/06,S92000003,d,25-39 years,Male,Total,d,5460, ,1093.24, ,3540, ,708.8, 
86,2005/06,S92000003,d,25-39 years,Female,Total,d,3580, ,678.72, ,2340, ,443.63, 
87,2005/06,S92000003,d,40-64 years,Male,Total,d,7740, ,919.45, ,5180, ,615.34, 
88,2005/06,S92000003,d,40-64 years,Female,Total,d,5850, ,663.49, ,3900, ,442.33, 
89,2005/06,S92000003,d,65plus years,Male,Total,d,4130, ,1195.35, ,2950, ,853.82, 
90,2005/06,S92000003,d,65plus years,Female,Total,d,5900, ,1211.96, ,4310, ,885.35, 
91,2006/07,S92000003,d,0-17 years,Male,Total,d,460, ,85.47, ,410, ,76.18, 
92,2006/07,S92000003,d,0-17 years,Female,Total,d,440, ,85.49, ,360, ,69.95, 
93,2006/07,S92000003,d,18-24 years,Male,Total,d,1400, ,595.75, ,980, ,417.02, 
94,2006/07,S92000003,d,18-24 years,Female,Total,d,1000, ,421.82, ,650, ,274.18, 
95,2006/07,S92000003,d,25-39 years,Male,Total,d,5200, ,1045.06, ,3320, ,667.23, 
96,2006/07,S92000003,d,25-39 years,Female,Total,d,3460, ,661.8, ,2210, ,422.71, 
97,2006/07,S92000003,d,40-64 years,Male,Total,d,7980, ,933.65, ,5250, ,614.24, 
98,2006/07,S92000003,d,40-64 years,Female,Total,d,5700, ,636.74, ,3840, ,428.96, 
99,2006/07,S92000003,d,65plus years,Male,Total,d,4260, ,1218.57, ,3020, ,863.87, 
100,2006/07,S92000003,d,65plus years,Female,Total,d,6060, ,1241.33, ,4260, ,872.62, 
101,2007/08,S92000003,d,0-17 years,Male,Total,d,470, ,87.27, ,420, ,77.98, 
102,2007/08,S92000003,d,0-17 years,Female,Total,d,490, ,95.24, ,420, ,81.63, 
103,2007/08,S92000003,d,18-24 years,Male,Total,d,1430, ,602.74, ,1000, ,421.5, 
104,2007/08,S92000003,d,18-24 years,Female,Total,d,1010, ,423, ,690, ,288.98, 
105,2007/08,S92000003,d,25-39 years,Male,Total,d,5390, ,1084.64, ,3410, ,686.2, 
106,2007/08,S92000003,d,25-39 years,Female,Total,d,3520, ,675.68, ,2270, ,435.74, 
107,2007/08,S92000003,d,40-64 years,Male,Total,d,8410, ,968.38, ,5380, ,619.49, 
108,2007/08,S92000003,d,40-64 years,Female,Total,d,5940, ,653.81, ,3910, ,430.37, 
109,2007/08,S92000003,d,65plus years,Male,Total,d,4310, ,1212.97, ,3000, ,844.3, 
110,2007/08,S92000003,d,65plus years,Female,Total,d,5620, ,1145.3, ,4040, ,823.31, 
111,2008/09,S92000003,d,0-17 years,Male,Total,d,440, ,81.8, ,370, ,68.79, 
112,2008/09,S92000003,d,0-17 years,Female,Total,d,450, ,87.48, ,370, ,71.93, 
113,2008/09,S92000003,d,18-24 years,Male,Total,d,1290, ,536.48, ,910, ,378.45, 
114,2008/09,S92000003,d,18-24 years,Female,Total,d,1030, ,427.1, ,710, ,294.41, 
115,2008/09,S92000003,d,25-39 years,Male,Total,d,5360, ,1081.76, ,3390, ,684.17, 
116,2008/09,S92000003,d,25-39 years,Female,Total,d,3470, ,670.67, ,2310, ,446.47, 
117,2008/09,S92000003,d,40-64 years,Male,Total,d,8660, ,985.38, ,5590, ,636.06, 
118,2008/09,S92000003,d,40-64 years,Female,Total,d,5880, ,639.47, ,4010, ,436.1, 
119,2008/09,S92000003,d,65plus years,Male,Total,d,4360, ,1202.36, ,3090, ,852.13, 
120,2008/09,S92000003,d,65plus years,Female,Total,d,5640, ,1139.07, ,4020, ,811.89, 
121,2009/10,S92000003,d,0-17 years,Male,Total,d,410, ,76.16, ,340, ,63.16, 
122,2009/10,S92000003,d,0-17 years,Female,Total,d,390, ,75.82, ,320, ,62.21, 
123,2009/10,S92000003,d,18-24 years,Male,Total,d,1260, ,519.87, ,900, ,371.33, 
124,2009/10,S92000003,d,18-24 years,Female,Total,d,980, ,403.05, ,700, ,287.89, 
125,2009/10,S92000003,d,25-39 years,Male,Total,d,4750, ,963.12, ,3120, ,632.62, 
126,2009/10,S92000003,d,25-39 years,Female,Total,d,3270, ,636.48, ,2140, ,416.54, 
127,2009/10,S92000003,d,40-64 years,Male,Total,d,8200, ,924.28, ,5310, ,598.53, 
128,2009/10,S92000003,d,40-64 years,Female,Total,d,5700, ,613.59, ,3850, ,414.45, 
129,2009/10,S92000003,d,65plus years,Male,Total,d,4230, ,1140.5, ,2970, ,800.77, 
130,2009/10,S92000003,d,65plus years,Female,Total,d,5510, ,1102.7, ,3900, ,780.49, 
131,2010/11,S92000003,d,0-17 years,Male,Total,d,340, ,63.56, ,290, ,54.21, 
132,2010/11,S92000003,d,0-17 years,Female,Total,d,430, ,84.22, ,330, ,64.63, 
133,2010/11,S92000003,d,18-24 years,Male,Total,d,1230, ,497.2, ,880, ,355.72, 
134,2010/11,S92000003,d,18-24 years,Female,Total,d,910, ,365.65, ,640, ,257.16, 
135,2010/11,S92000003,d,25-39 years,Male,Total,d,4820, ,978.11, ,3100, ,629.08, 
136,2010/11,S92000003,d,25-39 years,Female,Total,d,3340, ,651.65, ,2130, ,415.57, 
137,2010/11,S92000003,d,40-64 years,Male,Total,d,8160, ,911.87, ,5160, ,576.62, 
138,2010/11,S92000003,d,40-64 years,Female,Total,d,5360, ,571.42, ,3590, ,382.73, 
139,2010/11,S92000003,d,65plus years,Male,Total,d,4590, ,1213.55, ,3060, ,809.03, 
140,2010/11,S92000003,d,65plus years,Female,Total,d,5970, ,1184.54, ,4030, ,799.62, 
141,2011/12,S92000003,d,0-17 years,Male,Total,d,350, ,65.59, ,300, ,56.22, 
142,2011/12,S92000003,d,0-17 years,Female,Total,d,400, ,78.67, ,320, ,62.94, 
143,2011/12,S92000003,d,18-24 years,Male,Total,d,1250, ,496.1, ,890, ,353.23, 
144,2011/12,S92000003,d,18-24 years,Female,Total,d,890, ,351.58, ,630, ,248.87, 
145,2011/12,S92000003,d,25-39 years,Male,Total,d,4880, ,986.85, ,3060, ,618.8, 
146,2011/12,S92000003,d,25-39 years,Female,Total,d,3310, ,646.82, ,2100, ,410.37, 
