_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,LengthOfStay,NumberOfStays
3572,2011/12,SB0801, ,SMR01, ,1 - 7 days,0
3573,2011/12,SB0801, ,SMR01, ,8 - 28 days,0
3574,2011/12,SB0801, ,SMR01, ,29 days - 6 months,0
3575,2011/12,SB0801, ,SMR01, ,> 6 months,0
3576,2011/12,SB0801, ,SMR04, ,< 1 day,0
3577,2011/12,SB0801, ,SMR04, ,1 - 7 days,0
3578,2011/12,SB0801, ,SMR04, ,8 - 28 days,0
3579,2011/12,SB0801, ,SMR04, ,29 days - 6 months,0
3580,2011/12,SB0801, ,SMR04, ,> 6 months,0
3581,2011/12,SB0801, ,Total,d,< 1 day,0
3582,2011/12,SB0801, ,Total,d,1 - 7 days,0
3583,2011/12,SB0801, ,Total,d,8 - 28 days,0
3584,2011/12,SB0801, ,Total,d,29 days - 6 months,0
3585,2011/12,SB0801, ,Total,d,> 6 months,0
3586,2011/12,S08000015, ,SMR01, ,< 1 day,210
3587,2011/12,S08000015, ,SMR01, ,1 - 7 days,480
3588,2011/12,S08000015, ,SMR01, ,8 - 28 days,120
3589,2011/12,S08000015, ,SMR01, ,29 days - 6 months,30
3590,2011/12,S08000015, ,SMR01, ,> 6 months,0
3591,2011/12,S08000015, ,SMR04, ,< 1 day,20
3592,2011/12,S08000015, ,SMR04, ,1 - 7 days,370
3593,2011/12,S08000015, ,SMR04, ,8 - 28 days,470
3594,2011/12,S08000015, ,SMR04, ,29 days - 6 months,440
3595,2011/12,S08000015, ,SMR04, ,> 6 months,50
3596,2011/12,S08000015, ,Total,d,< 1 day,230
3597,2011/12,S08000015, ,Total,d,1 - 7 days,860
3598,2011/12,S08000015, ,Total,d,8 - 28 days,590
3599,2011/12,S08000015, ,Total,d,29 days - 6 months,470
3600,2011/12,S08000015, ,Total,d,> 6 months,60
3601,2011/12,S08000016, ,SMR01, ,< 1 day,80
3602,2011/12,S08000016, ,SMR01, ,1 - 7 days,110
3603,2011/12,S08000016, ,SMR01, ,8 - 28 days,50
3604,2011/12,S08000016, ,SMR01, ,29 days - 6 months,20
3605,2011/12,S08000016, ,SMR01, ,> 6 months,0
3606,2011/12,S08000016, ,SMR04, ,< 1 day,10
3607,2011/12,S08000016, ,SMR04, ,1 - 7 days,150
3608,2011/12,S08000016, ,SMR04, ,8 - 28 days,150
3609,2011/12,S08000016, ,SMR04, ,29 days - 6 months,140
3610,2011/12,S08000016, ,SMR04, ,> 6 months,30
3611,2011/12,S08000016, ,Total,d,< 1 day,80
3612,2011/12,S08000016, ,Total,d,1 - 7 days,250
3613,2011/12,S08000016, ,Total,d,8 - 28 days,190
3614,2011/12,S08000016, ,Total,d,29 days - 6 months,160
3615,2011/12,S08000016, ,Total,d,> 6 months,30
3616,2011/12,S08000017, ,SMR01, ,< 1 day,180
3617,2011/12,S08000017, ,SMR01, ,1 - 7 days,150
3618,2011/12,S08000017, ,SMR01, ,8 - 28 days,50
3619,2011/12,S08000017, ,SMR01, ,29 days - 6 months,20
3620,2011/12,S08000017, ,SMR01, ,> 6 months,0
3621,2011/12,S08000017, ,SMR04, ,< 1 day,30
3622,2011/12,S08000017, ,SMR04, ,1 - 7 days,230
3623,2011/12,S08000017, ,SMR04, ,8 - 28 days,190
3624,2011/12,S08000017, ,SMR04, ,29 days - 6 months,140
3625,2011/12,S08000017, ,SMR04, ,> 6 months,30
3626,2011/12,S08000017, ,Total,d,< 1 day,210
3627,2011/12,S08000017, ,Total,d,1 - 7 days,370
3628,2011/12,S08000017, ,Total,d,8 - 28 days,250
3629,2011/12,S08000017, ,Total,d,29 days - 6 months,160
3630,2011/12,S08000017, ,Total,d,> 6 months,30
3631,2011/12,S08000029, ,SMR01, ,< 1 day,100
3632,2011/12,S08000029, ,SMR01, ,1 - 7 days,180
3633,2011/12,S08000029, ,SMR01, ,8 - 28 days,160
3634,2011/12,S08000029, ,SMR01, ,29 days - 6 months,50
3635,2011/12,S08000029, ,SMR01, ,> 6 months,0
3636,2011/12,S08000029, ,SMR04, ,< 1 day,30
3637,2011/12,S08000029, ,SMR04, ,1 - 7 days,390
3638,2011/12,S08000029, ,SMR04, ,8 - 28 days,400
3639,2011/12,S08000029, ,SMR04, ,29 days - 6 months,330
3640,2011/12,S08000029, ,SMR04, ,> 6 months,90
3641,2011/12,S08000029, ,Total,d,< 1 day,130
3642,2011/12,S08000029, ,Total,d,1 - 7 days,570
3643,2011/12,S08000029, ,Total,d,8 - 28 days,560
3644,2011/12,S08000029, ,Total,d,29 days - 6 months,380
3645,2011/12,S08000029, ,Total,d,> 6 months,90
3646,2011/12,S08000019, ,SMR01, ,< 1 day,60
3647,2011/12,S08000019, ,SMR01, ,1 - 7 days,150
3648,2011/12,S08000019, ,SMR01, ,8 - 28 days,60
3649,2011/12,S08000019, ,SMR01, ,29 days - 6 months,20
3650,2011/12,S08000019, ,SMR01, ,> 6 months,0
3651,2011/12,S08000019, ,SMR04, ,< 1 day,20
3652,2011/12,S08000019, ,SMR04, ,1 - 7 days,350
3653,2011/12,S08000019, ,SMR04, ,8 - 28 days,220
3654,2011/12,S08000019, ,SMR04, ,29 days - 6 months,200
3655,2011/12,S08000019, ,SMR04, ,> 6 months,60
3656,2011/12,S08000019, ,Total,d,< 1 day,80
3657,2011/12,S08000019, ,Total,d,1 - 7 days,500
3658,2011/12,S08000019, ,Total,d,8 - 28 days,280
3659,2011/12,S08000019, ,Total,d,29 days - 6 months,220
3660,2011/12,S08000019, ,Total,d,> 6 months,60
3661,2011/12,S08000020, ,SMR01, ,< 1 day,140
3662,2011/12,S08000020, ,SMR01, ,1 - 7 days,520
3663,2011/12,S08000020, ,SMR01, ,8 - 28 days,170
3664,2011/12,S08000020, ,SMR01, ,29 days - 6 months,60
3665,2011/12,S08000020, ,SMR01, ,> 6 months,0
3666,2011/12,S08000020, ,SMR04, ,< 1 day,20
3667,2011/12,S08000020, ,SMR04, ,1 - 7 days,500
3668,2011/12,S08000020, ,SMR04, ,8 - 28 days,610
3669,2011/12,S08000020, ,SMR04, ,29 days - 6 months,590
3670,2011/12,S08000020, ,SMR04, ,> 6 months,100
3671,2011/12,S08000020, ,Total,d,< 1 day,170
3672,2011/12,S08000020, ,Total,d,1 - 7 days,1020
3673,2011/12,S08000020, ,Total,d,8 - 28 days,780
3674,2011/12,S08000020, ,Total,d,29 days - 6 months,640
3675,2011/12,S08000020, ,Total,d,> 6 months,110
3676,2011/12,S08000031, ,SMR01, ,< 1 day,700
3677,2011/12,S08000031, ,SMR01, ,1 - 7 days,2060
3678,2011/12,S08000031, ,SMR01, ,8 - 28 days,460
3679,2011/12,S08000031, ,SMR01, ,29 days - 6 months,240
3680,2011/12,S08000031, ,SMR01, ,> 6 months,20
3681,2011/12,S08000031, ,SMR04, ,< 1 day,50
3682,2011/12,S08000031, ,SMR04, ,1 - 7 days,900
3683,2011/12,S08000031, ,SMR04, ,8 - 28 days,1490
3684,2011/12,S08000031, ,SMR04, ,29 days - 6 months,1450
3685,2011/12,S08000031, ,SMR04, ,> 6 months,380
3686,2011/12,S08000031, ,Total,d,< 1 day,760
3687,2011/12,S08000031, ,Total,d,1 - 7 days,2970
3688,2011/12,S08000031, ,Total,d,8 - 28 days,1950
3689,2011/12,S08000031, ,Total,d,29 days - 6 months,1700
3690,2011/12,S08000031, ,Total,d,> 6 months,410
3691,2011/12,S08000022, ,SMR01, ,< 1 day,130
3692,2011/12,S08000022, ,SMR01, ,1 - 7 days,460
3693,2011/12,S08000022, ,SMR01, ,8 - 28 days,90
3694,2011/12,S08000022, ,SMR01, ,29 days - 6 months,40
3695,2011/12,S08000022, ,SMR01, ,> 6 months,0
3696,2011/12,S08000022, ,SMR04, ,< 1 day,20
3697,2011/12,S08000022, ,SMR04, ,1 - 7 days,310
3698,2011/12,S08000022, ,SMR04, ,8 - 28 days,390
3699,2011/12,S08000022, ,SMR04, ,29 days - 6 months,380
3700,2011/12,S08000022, ,SMR04, ,> 6 months,80
3701,2011/12,S08000022, ,Total,d,< 1 day,160
3702,2011/12,S08000022, ,Total,d,1 - 7 days,770
3703,2011/12,S08000022, ,Total,d,8 - 28 days,480
3704,2011/12,S08000022, ,Total,d,29 days - 6 months,420
3705,2011/12,S08000022, ,Total,d,> 6 months,80
3706,2011/12,S08000032, ,SMR01, ,< 1 day,250
3707,2011/12,S08000032, ,SMR01, ,1 - 7 days,730
3708,2011/12,S08000032, ,SMR01, ,8 - 28 days,200
3709,2011/12,S08000032, ,SMR01, ,29 days - 6 months,50
3710,2011/12,S08000032, ,SMR01, ,> 6 months,0
3711,2011/12,S08000032, ,SMR04, ,< 1 day,50
3712,2011/12,S08000032, ,SMR04, ,1 - 7 days,610
3713,2011/12,S08000032, ,SMR04, ,8 - 28 days,880
3714,2011/12,S08000032, ,SMR04, ,29 days - 6 months,480
3715,2011/12,S08000032, ,SMR04, ,> 6 months,70
3716,2011/12,S08000032, ,Total,d,< 1 day,300
3717,2011/12,S08000032, ,Total,d,1 - 7 days,1340
3718,2011/12,S08000032, ,Total,d,8 - 28 days,1080
3719,2011/12,S08000032, ,Total,d,29 days - 6 months,530
3720,2011/12,S08000032, ,Total,d,> 6 months,70
3721,2011/12,S08000024, ,SMR01, ,< 1 day,360
3722,2011/12,S08000024, ,SMR01, ,1 - 7 days,760
3723,2011/12,S08000024, ,SMR01, ,8 - 28 days,380
3724,2011/12,S08000024, ,SMR01, ,29 days - 6 months,220
3725,2011/12,S08000024, ,SMR01, ,> 6 months,10
3726,2011/12,S08000024, ,SMR04, ,< 1 day,80
3727,2011/12,S08000024, ,SMR04, ,1 - 7 days,940
3728,2011/12,S08000024, ,SMR04, ,8 - 28 days,990
3729,2011/12,S08000024, ,SMR04, ,29 days - 6 months,700
3730,2011/12,S08000024, ,SMR04, ,> 6 months,210
3731,2011/12,S08000024, ,Total,d,< 1 day,440
3732,2011/12,S08000024, ,Total,d,1 - 7 days,1700
3733,2011/12,S08000024, ,Total,d,8 - 28 days,1370
3734,2011/12,S08000024, ,Total,d,29 days - 6 months,920
3735,2011/12,S08000024, ,Total,d,> 6 months,220
3736,2011/12,S08000025, ,SMR01, ,< 1 day,30
3737,2011/12,S08000025, ,SMR01, ,1 - 7 days,30
3738,2011/12,S08000025, ,SMR01, ,8 - 28 days,0
3739,2011/12,S08000025, ,SMR01, ,29 days - 6 months,0
3740,2011/12,S08000025, ,SMR01, ,> 6 months,0
3741,2011/12,S08000025, ,SMR04, ,< 1 day,0
3742,2011/12,S08000025, ,SMR04, ,1 - 7 days,0
3743,2011/12,S08000025, ,SMR04, ,8 - 28 days,0
3744,2011/12,S08000025, ,SMR04, ,29 days - 6 months,0
3745,2011/12,S08000025, ,SMR04, ,> 6 months,0
3746,2011/12,S08000025, ,Total,d,< 1 day,30
3747,2011/12,S08000025, ,Total,d,1 - 7 days,30
3748,2011/12,S08000025, ,Total,d,8 - 28 days,0
3749,2011/12,S08000025, ,Total,d,29 days - 6 months,0
3750,2011/12,S08000025, ,Total,d,> 6 months,0
3751,2011/12,S08000026, ,SMR01, ,< 1 day,30
3752,2011/12,S08000026, ,SMR01, ,1 - 7 days,50
3753,2011/12,S08000026, ,SMR01, ,8 - 28 days,0
3754,2011/12,S08000026, ,SMR01, ,29 days - 6 months,0
3755,2011/12,S08000026, ,SMR01, ,> 6 months,0
3756,2011/12,S08000026, ,SMR04, ,< 1 day,0
3757,2011/12,S08000026, ,SMR04, ,1 - 7 days,0
3758,2011/12,S08000026, ,SMR04, ,8 - 28 days,0
3759,2011/12,S08000026, ,SMR04, ,29 days - 6 months,0
3760,2011/12,S08000026, ,SMR04, ,> 6 months,0
3761,2011/12,S08000026, ,Total,d,< 1 day,30
3762,2011/12,S08000026, ,Total,d,1 - 7 days,50
3763,2011/12,S08000026, ,Total,d,8 - 28 days,0
3764,2011/12,S08000026, ,Total,d,29 days - 6 months,0
3765,2011/12,S08000026, ,Total,d,> 6 months,0
3766,2011/12,S08000030, ,SMR01, ,< 1 day,90
3767,2011/12,S08000030, ,SMR01, ,1 - 7 days,260
3768,2011/12,S08000030, ,SMR01, ,8 - 28 days,110
3769,2011/12,S08000030, ,SMR01, ,29 days - 6 months,60
3770,2011/12,S08000030, ,SMR01, ,> 6 months,0
3771,2011/12,S08000030, ,SMR04, ,< 1 day,20
3772,2011/12,S08000030, ,SMR04, ,1 - 7 days,460
3773,2011/12,S08000030, ,SMR04, ,8 - 28 days,520
3774,2011/12,S08000030, ,SMR04, ,29 days - 6 months,530
3775,2011/12,S08000030, ,SMR04, ,> 6 months,130
3776,2011/12,S08000030, ,Total,d,< 1 day,110
3777,2011/12,S08000030, ,Total,d,1 - 7 days,720
3778,2011/12,S08000030, ,Total,d,8 - 28 days,620
3779,2011/12,S08000030, ,Total,d,29 days - 6 months,600
3780,2011/12,S08000030, ,Total,d,> 6 months,130
3781,2011/12,S08000028, ,SMR01, ,< 1 day,10
3782,2011/12,S08000028, ,SMR01, ,1 - 7 days,50
3783,2011/12,S08000028, ,SMR01, ,8 - 28 days,10
3784,2011/12,S08000028, ,SMR01, ,29 days - 6 months,0
3785,2011/12,S08000028, ,SMR01, ,> 6 months,0
3786,2011/12,S08000028, ,SMR04, ,< 1 day,0
3787,2011/12,S08000028, ,SMR04, ,1 - 7 days,10
3788,2011/12,S08000028, ,SMR04, ,8 - 28 days,20
3789,2011/12,S08000028, ,SMR04, ,29 days - 6 months,20
3790,2011/12,S08000028, ,SMR04, ,> 6 months,10
3791,2011/12,S08000028, ,Total,d,< 1 day,10
3792,2011/12,S08000028, ,Total,d,1 - 7 days,60
3793,2011/12,S08000028, ,Total,d,8 - 28 days,30
3794,2011/12,S08000028, ,Total,d,29 days - 6 months,30
3795,2011/12,S08000028, ,Total,d,> 6 months,10
3796,2011/12,SB0802, ,SMR01, ,< 1 day,0
3797,2011/12,SB0802, ,SMR01, ,1 - 7 days,0
3798,2011/12,SB0802, ,SMR01, ,8 - 28 days,0
3799,2011/12,SB0802, ,SMR01, ,29 days - 6 months,0
3800,2011/12,SB0802, ,SMR01, ,> 6 months,0
3801,2011/12,SB0802, ,SMR04, ,< 1 day,0
3802,2011/12,SB0802, ,SMR04, ,1 - 7 days,0
3803,2011/12,SB0802, ,SMR04, ,8 - 28 days,0
3804,2011/12,SB0802, ,SMR04, ,29 days - 6 months,0
3805,2011/12,SB0802, ,SMR04, ,> 6 months,0
3806,2011/12,SB0802, ,Total,d,< 1 day,0
3807,2011/12,SB0802, ,Total,d,1 - 7 days,0
3808,2011/12,SB0802, ,Total,d,8 - 28 days,0
3809,2011/12,SB0802, ,Total,d,29 days - 6 months,0
3810,2011/12,SB0802, ,Total,d,> 6 months,0
3811,2011/12,S92000003,d,SMR01, ,< 1 day,2360
3812,2011/12,S92000003,d,SMR01, ,1 - 7 days,6000
3813,2011/12,S92000003,d,SMR01, ,8 - 28 days,1850
3814,2011/12,S92000003,d,SMR01, ,29 days - 6 months,830
3815,2011/12,S92000003,d,SMR01, ,> 6 months,40
3816,2011/12,S92000003,d,SMR04, ,< 1 day,370
3817,2011/12,S92000003,d,SMR04, ,1 - 7 days,5210
3818,2011/12,S92000003,d,SMR04, ,8 - 28 days,6330
3819,2011/12,S92000003,d,SMR04, ,29 days - 6 months,5410
3820,2011/12,S92000003,d,SMR04, ,> 6 months,1250
3821,2011/12,S92000003,d,Total,d,< 1 day,2730
3822,2011/12,S92000003,d,Total,d,1 - 7 days,11210
3823,2011/12,S92000003,d,Total,d,8 - 28 days,8180
3824,2011/12,S92000003,d,Total,d,29 days - 6 months,6240
3825,2011/12,S92000003,d,Total,d,> 6 months,1300
3826,2012/13,SB0801, ,SMR01, ,< 1 day,0
3827,2012/13,SB0801, ,SMR01, ,1 - 7 days,0
3828,2012/13,SB0801, ,SMR01, ,8 - 28 days,0
3829,2012/13,SB0801, ,SMR01, ,29 days - 6 months,0
3830,2012/13,SB0801, ,SMR01, ,> 6 months,0
3831,2012/13,SB0801, ,SMR04, ,< 1 day,0
3832,2012/13,SB0801, ,SMR04, ,1 - 7 days,0
3833,2012/13,SB0801, ,SMR04, ,8 - 28 days,0
3834,2012/13,SB0801, ,SMR04, ,29 days - 6 months,0
3835,2012/13,SB0801, ,SMR04, ,> 6 months,0
3836,2012/13,SB0801, ,Total,d,< 1 day,0
3837,2012/13,SB0801, ,Total,d,1 - 7 days,0
3838,2012/13,SB0801, ,Total,d,8 - 28 days,0
3839,2012/13,SB0801, ,Total,d,29 days - 6 months,0
3840,2012/13,SB0801, ,Total,d,> 6 months,0
3841,2012/13,S08000015, ,SMR01, ,< 1 day,180
3842,2012/13,S08000015, ,SMR01, ,1 - 7 days,460
3843,2012/13,S08000015, ,SMR01, ,8 - 28 days,120
3844,2012/13,S08000015, ,SMR01, ,29 days - 6 months,40
3845,2012/13,S08000015, ,SMR01, ,> 6 months,0
3846,2012/13,S08000015, ,SMR04, ,< 1 day,20
3847,2012/13,S08000015, ,SMR04, ,1 - 7 days,320
3848,2012/13,S08000015, ,SMR04, ,8 - 28 days,420
3849,2012/13,S08000015, ,SMR04, ,29 days - 6 months,370
3850,2012/13,S08000015, ,SMR04, ,> 6 months,60
3851,2012/13,S08000015, ,Total,d,< 1 day,200
3852,2012/13,S08000015, ,Total,d,1 - 7 days,780
3853,2012/13,S08000015, ,Total,d,8 - 28 days,540
3854,2012/13,S08000015, ,Total,d,29 days - 6 months,400
3855,2012/13,S08000015, ,Total,d,> 6 months,60
3856,2012/13,S08000016, ,SMR01, ,< 1 day,60
3857,2012/13,S08000016, ,SMR01, ,1 - 7 days,100
3858,2012/13,S08000016, ,SMR01, ,8 - 28 days,50
3859,2012/13,S08000016, ,SMR01, ,29 days - 6 months,20
3860,2012/13,S08000016, ,SMR01, ,> 6 months,0
3861,2012/13,S08000016, ,SMR04, ,< 1 day,10
3862,2012/13,S08000016, ,SMR04, ,1 - 7 days,140
3863,2012/13,S08000016, ,SMR04, ,8 - 28 days,140
3864,2012/13,S08000016, ,SMR04, ,29 days - 6 months,130
3865,2012/13,S08000016, ,SMR04, ,> 6 months,30
3866,2012/13,S08000016, ,Total,d,< 1 day,80
3867,2012/13,S08000016, ,Total,d,1 - 7 days,240
3868,2012/13,S08000016, ,Total,d,8 - 28 days,190
3869,2012/13,S08000016, ,Total,d,29 days - 6 months,150
3870,2012/13,S08000016, ,Total,d,> 6 months,30
3871,2012/13,S08000017, ,SMR01, ,< 1 day,190
3872,2012/13,S08000017, ,SMR01, ,1 - 7 days,130
3873,2012/13,S08000017, ,SMR01, ,8 - 28 days,50
3874,2012/13,S08000017, ,SMR01, ,29 days - 6 months,30
3875,2012/13,S08000017, ,SMR01, ,> 6 months,0
3876,2012/13,S08000017, ,SMR04, ,< 1 day,20
3877,2012/13,S08000017, ,SMR04, ,1 - 7 days,240
3878,2012/13,S08000017, ,SMR04, ,8 - 28 days,180
3879,2012/13,S08000017, ,SMR04, ,29 days - 6 months,120
3880,2012/13,S08000017, ,SMR04, ,> 6 months,30
3881,2012/13,S08000017, ,Total,d,< 1 day,210
3882,2012/13,S08000017, ,Total,d,1 - 7 days,370
3883,2012/13,S08000017, ,Total,d,8 - 28 days,230
3884,2012/13,S08000017, ,Total,d,29 days - 6 months,140
3885,2012/13,S08000017, ,Total,d,> 6 months,30
3886,2012/13,S08000029, ,SMR01, ,< 1 day,210
3887,2012/13,S08000029, ,SMR01, ,1 - 7 days,260
3888,2012/13,S08000029, ,SMR01, ,8 - 28 days,150
3889,2012/13,S08000029, ,SMR01, ,29 days - 6 months,60
3890,2012/13,S08000029, ,SMR01, ,> 6 months,0
3891,2012/13,S08000029, ,SMR04, ,< 1 day,20
3892,2012/13,S08000029, ,SMR04, ,1 - 7 days,360
3893,2012/13,S08000029, ,SMR04, ,8 - 28 days,390
3894,2012/13,S08000029, ,SMR04, ,29 days - 6 months,360
3895,2012/13,S08000029, ,SMR04, ,> 6 months,80
3896,2012/13,S08000029, ,Total,d,< 1 day,230
3897,2012/13,S08000029, ,Total,d,1 - 7 days,610
3898,2012/13,S08000029, ,Total,d,8 - 28 days,540
3899,2012/13,S08000029, ,Total,d,29 days - 6 months,420
3900,2012/13,S08000029, ,Total,d,> 6 months,80
3901,2012/13,S08000019, ,SMR01, ,< 1 day,50
3902,2012/13,S08000019, ,SMR01, ,1 - 7 days,160
3903,2012/13,S08000019, ,SMR01, ,8 - 28 days,70
3904,2012/13,S08000019, ,SMR01, ,29 days - 6 months,20
3905,2012/13,S08000019, ,SMR01, ,> 6 months,0
3906,2012/13,S08000019, ,SMR04, ,< 1 day,30
3907,2012/13,S08000019, ,SMR04, ,1 - 7 days,350
3908,2012/13,S08000019, ,SMR04, ,8 - 28 days,260
3909,2012/13,S08000019, ,SMR04, ,29 days - 6 months,230
3910,2012/13,S08000019, ,SMR04, ,> 6 months,60
3911,2012/13,S08000019, ,Total,d,< 1 day,90
3912,2012/13,S08000019, ,Total,d,1 - 7 days,510
3913,2012/13,S08000019, ,Total,d,8 - 28 days,330
3914,2012/13,S08000019, ,Total,d,29 days - 6 months,250
3915,2012/13,S08000019, ,Total,d,> 6 months,60
3916,2012/13,S08000020, ,SMR01, ,< 1 day,150
3917,2012/13,S08000020, ,SMR01, ,1 - 7 days,500
3918,2012/13,S08000020, ,SMR01, ,8 - 28 days,150
3919,2012/13,S08000020, ,SMR01, ,29 days - 6 months,60
3920,2012/13,S08000020, ,SMR01, ,> 6 months,0
3921,2012/13,S08000020, ,SMR04, ,< 1 day,30
3922,2012/13,S08000020, ,SMR04, ,1 - 7 days,480
3923,2012/13,S08000020, ,SMR04, ,8 - 28 days,590
3924,2012/13,S08000020, ,SMR04, ,29 days - 6 months,620
3925,2012/13,S08000020, ,SMR04, ,> 6 months,120
3926,2012/13,S08000020, ,Total,d,< 1 day,180
3927,2012/13,S08000020, ,Total,d,1 - 7 days,980
3928,2012/13,S08000020, ,Total,d,8 - 28 days,740
3929,2012/13,S08000020, ,Total,d,29 days - 6 months,680
3930,2012/13,S08000020, ,Total,d,> 6 months,120
3931,2012/13,S08000031, ,SMR01, ,< 1 day,640
3932,2012/13,S08000031, ,SMR01, ,1 - 7 days,1870
3933,2012/13,S08000031, ,SMR01, ,8 - 28 days,460
3934,2012/13,S08000031, ,SMR01, ,29 days - 6 months,190
3935,2012/13,S08000031, ,SMR01, ,> 6 months,10
3936,2012/13,S08000031, ,SMR04, ,< 1 day,50
3937,2012/13,S08000031, ,SMR04, ,1 - 7 days,940
3938,2012/13,S08000031, ,SMR04, ,8 - 28 days,1650
3939,2012/13,S08000031, ,SMR04, ,29 days - 6 months,1360
3940,2012/13,S08000031, ,SMR04, ,> 6 months,340
3941,2012/13,S08000031, ,Total,d,< 1 day,680
3942,2012/13,S08000031, ,Total,d,1 - 7 days,2810
3943,2012/13,S08000031, ,Total,d,8 - 28 days,2120
3944,2012/13,S08000031, ,Total,d,29 days - 6 months,1540
3945,2012/13,S08000031, ,Total,d,> 6 months,350
3946,2012/13,S08000022, ,SMR01, ,< 1 day,120
3947,2012/13,S08000022, ,SMR01, ,1 - 7 days,410
3948,2012/13,S08000022, ,SMR01, ,8 - 28 days,110
3949,2012/13,S08000022, ,SMR01, ,29 days - 6 months,60
3950,2012/13,S08000022, ,SMR01, ,> 6 months,0
3951,2012/13,S08000022, ,SMR04, ,< 1 day,10
3952,2012/13,S08000022, ,SMR04, ,1 - 7 days,300
3953,2012/13,S08000022, ,SMR04, ,8 - 28 days,420
3954,2012/13,S08000022, ,SMR04, ,29 days - 6 months,360
3955,2012/13,S08000022, ,SMR04, ,> 6 months,70
3956,2012/13,S08000022, ,Total,d,< 1 day,140
3957,2012/13,S08000022, ,Total,d,1 - 7 days,710
3958,2012/13,S08000022, ,Total,d,8 - 28 days,520
3959,2012/13,S08000022, ,Total,d,29 days - 6 months,420
3960,2012/13,S08000022, ,Total,d,> 6 months,80
3961,2012/13,S08000032, ,SMR01, ,< 1 day,230
3962,2012/13,S08000032, ,SMR01, ,1 - 7 days,680
3963,2012/13,S08000032, ,SMR01, ,8 - 28 days,200
3964,2012/13,S08000032, ,SMR01, ,29 days - 6 months,70
3965,2012/13,S08000032, ,SMR01, ,> 6 months,0
3966,2012/13,S08000032, ,SMR04, ,< 1 day,60
3967,2012/13,S08000032, ,SMR04, ,1 - 7 days,560
3968,2012/13,S08000032, ,SMR04, ,8 - 28 days,900
3969,2012/13,S08000032, ,SMR04, ,29 days - 6 months,540
3970,2012/13,S08000032, ,SMR04, ,> 6 months,100
3971,2012/13,S08000032, ,Total,d,< 1 day,290
3972,2012/13,S08000032, ,Total,d,1 - 7 days,1240
3973,2012/13,S08000032, ,Total,d,8 - 28 days,1100
3974,2012/13,S08000032, ,Total,d,29 days - 6 months,610
3975,2012/13,S08000032, ,Total,d,> 6 months,100
3976,2012/13,S08000024, ,SMR01, ,< 1 day,360
3977,2012/13,S08000024, ,SMR01, ,1 - 7 days,790
3978,2012/13,S08000024, ,SMR01, ,8 - 28 days,390
3979,2012/13,S08000024, ,SMR01, ,29 days - 6 months,250
3980,2012/13,S08000024, ,SMR01, ,> 6 months,10
3981,2012/13,S08000024, ,SMR04, ,< 1 day,90
3982,2012/13,S08000024, ,SMR04, ,1 - 7 days,930
3983,2012/13,S08000024, ,SMR04, ,8 - 28 days,940
3984,2012/13,S08000024, ,SMR04, ,29 days - 6 months,710
3985,2012/13,S08000024, ,SMR04, ,> 6 months,180
3986,2012/13,S08000024, ,Total,d,< 1 day,460
3987,2012/13,S08000024, ,Total,d,1 - 7 days,1720
3988,2012/13,S08000024, ,Total,d,8 - 28 days,1330
3989,2012/13,S08000024, ,Total,d,29 days - 6 months,960
3990,2012/13,S08000024, ,Total,d,> 6 months,190
3991,2012/13,S08000025, ,SMR01, ,< 1 day,20
3992,2012/13,S08000025, ,SMR01, ,1 - 7 days,40
3993,2012/13,S08000025, ,SMR01, ,8 - 28 days,0
3994,2012/13,S08000025, ,SMR01, ,29 days - 6 months,0
3995,2012/13,S08000025, ,SMR01, ,> 6 months,0
3996,2012/13,S08000025, ,SMR04, ,< 1 day,0
3997,2012/13,S08000025, ,SMR04, ,1 - 7 days,0
3998,2012/13,S08000025, ,SMR04, ,8 - 28 days,0
3999,2012/13,S08000025, ,SMR04, ,29 days - 6 months,0
4000,2012/13,S08000025, ,SMR04, ,> 6 months,0
4001,2012/13,S08000025, ,Total,d,< 1 day,20
4002,2012/13,S08000025, ,Total,d,1 - 7 days,40
4003,2012/13,S08000025, ,Total,d,8 - 28 days,0
4004,2012/13,S08000025, ,Total,d,29 days - 6 months,0
4005,2012/13,S08000025, ,Total,d,> 6 months,0
4006,2012/13,S08000026, ,SMR01, ,< 1 day,20
4007,2012/13,S08000026, ,SMR01, ,1 - 7 days,60
4008,2012/13,S08000026, ,SMR01, ,8 - 28 days,0
4009,2012/13,S08000026, ,SMR01, ,29 days - 6 months,0
4010,2012/13,S08000026, ,SMR01, ,> 6 months,0
4011,2012/13,S08000026, ,SMR04, ,< 1 day,0
4012,2012/13,S08000026, ,SMR04, ,1 - 7 days,0
4013,2012/13,S08000026, ,SMR04, ,8 - 28 days,0
4014,2012/13,S08000026, ,SMR04, ,29 days - 6 months,0
4015,2012/13,S08000026, ,SMR04, ,> 6 months,0
4016,2012/13,S08000026, ,Total,d,< 1 day,20
4017,2012/13,S08000026, ,Total,d,1 - 7 days,60
4018,2012/13,S08000026, ,Total,d,8 - 28 days,0
4019,2012/13,S08000026, ,Total,d,29 days - 6 months,0
4020,2012/13,S08000026, ,Total,d,> 6 months,0
4021,2012/13,S08000030, ,SMR01, ,< 1 day,90
4022,2012/13,S08000030, ,SMR01, ,1 - 7 days,240
4023,2012/13,S08000030, ,SMR01, ,8 - 28 days,120
