financial_year,health_board,age_group,sex,discharge_count,discharge_count_qf,discharge_rates,discharge_rates_qf,patients_count,patient_count_qf,patients_rates,patient_rates_qf
1997,NHS Lothian,40-64,Male,1040,NA,955.85,NA,640,NA,588.21,NA
1997,NHS Lothian,40-64,Female,840,NA,735.33,NA,530,NA,463.96,NA
1997,NHS Lothian,65+,Male,810,NA,1818.96,NA,500,NA,1122.81,NA
1997,NHS Lothian,65+,Female,1320,NA,1923.13,NA,880,NA,1282.09,NA
1997,NHS Orkney,0-17,Male,0,NA,0,NA,0,NA,0,NA
1997,NHS Orkney,0-17,Female,0,NA,0,NA,0,NA,0,NA
1997,NHS Orkney,18-24,Male,0,NA,0,NA,0,NA,0,NA
1997,NHS Orkney,18-24,Female,0,NA,0,NA,0,NA,0,NA
1997,NHS Orkney,25-39,Male,10,NA,472.37,NA,10,NA,472.37,NA
1997,NHS Orkney,25-39,Female,20,NA,988.63,NA,10,NA,494.32,NA
1997,NHS Orkney,40-64,Male,40,NA,1220.26,NA,20,NA,610.13,NA
1997,NHS Orkney,40-64,Female,20,NA,621.5,NA,10,NA,310.75,NA
1997,NHS Orkney,65+,Male,10,NA,746.83,NA,10,NA,746.83,NA
1997,NHS Orkney,65+,Female,10,NA,544.66,NA,10,NA,544.66,NA
1997,NHS Shetland,0-17,Male,10,NA,335.12,NA,10,NA,335.12,NA
1997,NHS Shetland,0-17,Female,0,NA,0,NA,0,NA,0,NA
1997,NHS Shetland,18-24,Male,10,NA,1011.12,NA,10,NA,1011.12,NA
1997,NHS Shetland,18-24,Female,0,NA,0,NA,0,NA,0,NA
1997,NHS Shetland,25-39,Male,30,NA,1118.15,NA,20,NA,745.43,NA
1997,NHS Shetland,25-39,Female,40,NA,1598.72,NA,20,NA,799.36,NA
1997,NHS Shetland,40-64,Male,30,NA,811.25,NA,20,NA,540.83,NA
1997,NHS Shetland,40-64,Female,20,NA,602.05,NA,10,NA,301.02,NA
1997,NHS Shetland,65+,Male,10,NA,848.18,NA,10,NA,848.18,NA
1997,NHS Shetland,65+,Female,20,NA,1107.42,NA,20,NA,1107.42,NA
1997,NHS Western Isles,0-17,Male,0,NA,0,NA,0,NA,0,NA
1997,NHS Western Isles,0-17,Female,10,NA,314.56,NA,10,NA,314.56,NA
1997,NHS Western Isles,18-24,Male,10,NA,853.24,NA,10,NA,853.24,NA
1997,NHS Western Isles,18-24,Female,10,NA,1158.75,NA,10,NA,1158.75,NA
1997,NHS Western Isles,25-39,Male,30,NA,1070.28,NA,30,NA,1070.28,NA
1997,NHS Western Isles,25-39,Female,10,NA,376.51,NA,10,NA,376.51,NA
1997,NHS Western Isles,40-64,Male,90,NA,1960.78,NA,60,NA,1307.19,NA
1997,NHS Western Isles,40-64,Female,50,NA,1164.42,NA,40,NA,931.53,NA
1997,NHS Western Isles,65+,Male,40,NA,1909.31,NA,20,NA,954.65,NA
1997,NHS Western Isles,65+,Female,90,NA,2898.55,NA,50,NA,1610.31,NA
1997,NHS Fife,0-17,Male,60,NA,148.42,NA,50,NA,123.68,NA
1997,NHS Fife,0-17,Female,40,NA,102.44,NA,40,NA,102.44,NA
1997,NHS Fife,18-24,Male,130,NA,875.72,NA,90,NA,606.26,NA
1997,NHS Fife,18-24,Female,100,NA,689.75,NA,70,NA,482.83,NA
1997,NHS Fife,25-39,Male,370,NA,991.37,NA,240,NA,643.05,NA
1997,NHS Fife,25-39,Female,270,NA,689.9,NA,170,NA,434.38,NA
1997,NHS Fife,40-64,Male,300,NA,580.62,NA,210,NA,406.43,NA
1997,NHS Fife,40-64,Female,330,NA,609.31,NA,200,NA,369.28,NA
1997,NHS Fife,65+,Male,250,NA,1131.63,NA,170,NA,769.51,NA
1997,NHS Fife,65+,Female,370,NA,1109.68,NA,290,NA,869.75,NA
1997,NHS Tayside,0-17,Male,70,NA,158.17,NA,60,NA,135.58,NA
1997,NHS Tayside,0-17,Female,90,NA,212.76,NA,70,NA,165.48,NA
1997,NHS Tayside,18-24,Male,190,NA,1091.83,NA,130,NA,747.04,NA
1997,NHS Tayside,18-24,Female,140,NA,820.01,NA,70,NA,410,NA
1997,NHS Tayside,25-39,Male,610,NA,1477.89,NA,370,NA,896.43,NA
1997,NHS Tayside,25-39,Female,460,NA,1068.18,NA,280,NA,650.2,NA
1997,NHS Tayside,40-64,Male,520,NA,881.51,NA,370,NA,627.22,NA
1997,NHS Tayside,40-64,Female,440,NA,711.09,NA,320,NA,517.16,NA
1997,NHS Tayside,65+,Male,320,NA,1158.79,NA,240,NA,869.09,NA
1997,NHS Tayside,65+,Female,690,NA,1663.57,NA,520,NA,1253.71,NA
1997,NHS Greater Glasgow and Clyde,0-17,Male,140,NA,106.49,NA,120,NA,91.28,NA
1997,NHS Greater Glasgow and Clyde,0-17,Female,150,NA,118.88,NA,130,NA,103.03,NA
1997,NHS Greater Glasgow and Clyde,18-24,Male,460,NA,924.92,NA,320,NA,643.42,NA
1997,NHS Greater Glasgow and Clyde,18-24,Female,340,NA,637.62,NA,220,NA,412.58,NA
1997,NHS Greater Glasgow and Clyde,25-39,Male,1880,NA,1419.32,NA,1220,NA,921.05,NA
1997,NHS Greater Glasgow and Clyde,25-39,Female,1160,NA,814.87,NA,760,NA,533.88,NA
1997,NHS Greater Glasgow and Clyde,40-64,Male,2060,NA,1281.18,NA,1410,NA,876.93,NA
1997,NHS Greater Glasgow and Clyde,40-64,Female,1350,NA,789.94,NA,910,NA,532.48,NA
1997,NHS Greater Glasgow and Clyde,65+,Male,1290,NA,1891.3,NA,930,NA,1363.5,NA
1997,NHS Greater Glasgow and Clyde,65+,Female,1950,NA,1774.66,NA,1400,NA,1274.12,NA
1997,NHS Lanarkshire,0-17,Male,40,NA,52.66,NA,40,NA,52.66,NA
1997,NHS Lanarkshire,0-17,Female,40,NA,55.47,NA,40,NA,55.47,NA
1997,NHS Lanarkshire,18-24,Male,200,NA,742.91,NA,130,NA,482.89,NA
1997,NHS Lanarkshire,18-24,Female,100,NA,374.36,NA,70,NA,262.05,NA
1997,NHS Lanarkshire,25-39,Male,630,NA,886.64,NA,450,NA,633.31,NA
1997,NHS Lanarkshire,25-39,Female,380,NA,500.54,NA,270,NA,355.65,NA
1997,NHS Lanarkshire,40-64,Male,600,NA,650.31,NA,460,NA,498.57,NA
1997,NHS Lanarkshire,40-64,Female,460,NA,464.92,NA,360,NA,363.85,NA
1997,NHS Lanarkshire,65+,Male,440,NA,1274.48,NA,300,NA,868.96,NA
1997,NHS Lanarkshire,65+,Female,770,NA,1465.49,NA,520,NA,989.68,NA
1998,NHS Ayrshire and Arran,0-17,Male,90,NA,211.18,NA,80,NA,187.72,NA
1998,NHS Ayrshire and Arran,0-17,Female,80,NA,193.78,NA,60,NA,145.34,NA
1998,NHS Ayrshire and Arran,18-24,Male,160,NA,1117.32,NA,120,NA,837.99,NA
1998,NHS Ayrshire and Arran,18-24,Female,120,NA,853.24,NA,80,NA,568.83,NA
1998,NHS Ayrshire and Arran,25-39,Male,500,NA,1306.2,NA,340,NA,888.22,NA
1998,NHS Ayrshire and Arran,25-39,Female,360,NA,869.88,NA,250,NA,604.08,NA
1998,NHS Ayrshire and Arran,40-64,Male,620,NA,1080.14,NA,410,NA,714.29,NA
1998,NHS Ayrshire and Arran,40-64,Female,390,NA,639.49,NA,280,NA,459.12,NA
1998,NHS Ayrshire and Arran,65+,Male,450,NA,1836.88,NA,290,NA,1183.77,NA
1998,NHS Ayrshire and Arran,65+,Female,760,NA,2056.39,NA,470,NA,1271.71,NA
1998,NHS Borders,0-17,Male,20,NA,175.19,NA,20,NA,175.19,NA
1998,NHS Borders,0-17,Female,20,NA,178.79,NA,20,NA,178.79,NA
1998,NHS Borders,18-24,Male,40,NA,1162.12,NA,30,NA,871.59,NA
1998,NHS Borders,18-24,Female,10,NA,292.23,NA,10,NA,292.23,NA
1998,NHS Borders,25-39,Male,100,NA,918.36,NA,70,NA,642.85,NA
1998,NHS Borders,25-39,Female,60,NA,538.5,NA,40,NA,359,NA
1998,NHS Borders,40-64,Male,110,NA,648.55,NA,70,NA,412.71,NA
1998,NHS Borders,40-64,Female,100,NA,566.89,NA,60,NA,340.14,NA
1998,NHS Borders,65+,Male,170,NA,2064.11,NA,100,NA,1214.18,NA
1998,NHS Borders,65+,Female,240,NA,2050.23,NA,180,NA,1537.67,NA
1998,NHS Dumfries and Galloway,0-17,Male,50,NA,300.34,NA,50,NA,300.34,NA
1998,NHS Dumfries and Galloway,0-17,Female,30,NA,188.23,NA,30,NA,188.23,NA
1998,NHS Dumfries and Galloway,18-24,Male,40,NA,834.2,NA,30,NA,625.65,NA
1998,NHS Dumfries and Galloway,18-24,Female,40,NA,864.49,NA,30,NA,648.37,NA
1998,NHS Dumfries and Galloway,25-39,Male,130,NA,870.96,NA,110,NA,736.97,NA
1998,NHS Dumfries and Galloway,25-39,Female,160,NA,1029.07,NA,100,NA,643.17,NA
1998,NHS Dumfries and Galloway,40-64,Male,160,NA,668.45,NA,110,NA,459.56,NA
1998,NHS Dumfries and Galloway,40-64,Female,170,NA,684.88,NA,120,NA,483.44,NA
1998,NHS Dumfries and Galloway,65+,Male,140,NA,1206.48,NA,110,NA,947.95,NA
1998,NHS Dumfries and Galloway,65+,Female,210,NA,1321.09,NA,160,NA,1006.54,NA
1998,NHS Forth Valley,0-17,Male,30,NA,94.28,NA,30,NA,94.28,NA
1998,NHS Forth Valley,0-17,Female,30,NA,98.37,NA,20,NA,65.58,NA
1998,NHS Forth Valley,18-24,Male,80,NA,678.94,NA,40,NA,339.47,NA
1998,NHS Forth Valley,18-24,Female,50,NA,411.22,NA,40,NA,328.97,NA
1998,NHS Forth Valley,25-39,Male,260,NA,857.97,NA,180,NA,593.98,NA
1998,NHS Forth Valley,25-39,Female,240,NA,755.86,NA,150,NA,472.41,NA
1998,NHS Forth Valley,40-64,Male,280,NA,657.89,NA,190,NA,446.43,NA
1998,NHS Forth Valley,40-64,Female,270,NA,607.44,NA,180,NA,404.96,NA
1998,NHS Forth Valley,65+,Male,160,NA,952.89,NA,120,NA,714.67,NA
1998,NHS Forth Valley,65+,Female,350,NA,1408.17,NA,240,NA,965.6,NA
1998,NHS Grampian,0-17,Male,70,NA,116.61,NA,70,NA,116.61,NA
1998,NHS Grampian,0-17,Female,80,NA,140.25,NA,70,NA,122.72,NA
1998,NHS Grampian,18-24,Male,170,NA,678.18,NA,120,NA,478.72,NA
1998,NHS Grampian,18-24,Female,120,NA,493.02,NA,80,NA,328.68,NA
1998,NHS Grampian,25-39,Male,500,NA,800.22,NA,320,NA,512.14,NA
1998,NHS Grampian,25-39,Female,410,NA,673.78,NA,270,NA,443.71,NA
1998,NHS Grampian,40-64,Male,590,NA,721.79,NA,400,NA,489.35,NA
1998,NHS Grampian,40-64,Female,500,NA,620.31,NA,350,NA,434.22,NA
1998,NHS Grampian,65+,Male,450,NA,1447.13,NA,310,NA,996.91,NA
1998,NHS Grampian,65+,Female,670,NA,1475.22,NA,500,NA,1100.91,NA
1998,NHS Highland,0-17,Male,60,NA,172.35,NA,60,NA,172.35,NA
1998,NHS Highland,0-17,Female,60,NA,183.45,NA,50,NA,152.88,NA
1998,NHS Highland,18-24,Male,120,NA,1070.66,NA,80,NA,713.78,NA
1998,NHS Highland,18-24,Female,70,NA,714.07,NA,50,NA,510.05,NA
1998,NHS Highland,25-39,Male,430,NA,1369.6,NA,280,NA,891.83,NA
1998,NHS Highland,25-39,Female,320,NA,1008.03,NA,200,NA,630.02,NA
1998,NHS Highland,40-64,Male,650,NA,1321.97,NA,430,NA,874.53,NA
1998,NHS Highland,40-64,Female,430,NA,864.06,NA,290,NA,582.74,NA
1998,NHS Highland,65+,Male,400,NA,1950.93,NA,240,NA,1170.56,NA
1998,NHS Highland,65+,Female,490,NA,1665.99,NA,340,NA,1155.99,NA
1998,NHS Lothian,0-17,Male,120,NA,145.12,NA,100,NA,120.93,NA
1998,NHS Lothian,0-17,Female,90,NA,113.19,NA,70,NA,88.03,NA
1998,NHS Lothian,18-24,Male,270,NA,724.85,NA,180,NA,483.23,NA
1998,NHS Lothian,18-24,Female,210,NA,550.65,NA,120,NA,314.66,NA
1998,NHS Lothian,25-39,Male,870,NA,934.59,NA,540,NA,580.09,NA
1998,NHS Lothian,25-39,Female,770,NA,791.77,NA,480,NA,493.57,NA
1998,NHS Lothian,40-64,Male,990,NA,896.41,NA,650,NA,588.55,NA
1998,NHS Lothian,40-64,Female,930,NA,802.31,NA,580,NA,500.37,NA
1998,NHS Lothian,65+,Male,860,NA,1913.96,NA,530,NA,1179.53,NA
1998,NHS Lothian,65+,Female,1220,NA,1775.84,NA,830,NA,1208.15,NA
1998,NHS Orkney,0-17,Male,10,NA,429.37,NA,10,NA,429.37,NA
1998,NHS Orkney,0-17,Female,0,NA,0,NA,0,NA,0,NA
1998,NHS Orkney,18-24,Male,10,NA,1610.31,NA,0,NA,0,NA
1998,NHS Orkney,18-24,Female,0,NA,0,NA,0,NA,0,NA
1998,NHS Orkney,25-39,Male,20,NA,946.52,NA,10,NA,473.26,NA
1998,NHS Orkney,25-39,Female,20,NA,1009.59,NA,10,NA,504.8,NA
1998,NHS Orkney,40-64,Male,20,NA,610.69,NA,10,NA,305.34,NA
1998,NHS Orkney,40-64,Female,20,NA,615.95,NA,10,NA,307.98,NA
1998,NHS Orkney,65+,Male,10,NA,749.06,NA,10,NA,749.06,NA
1998,NHS Orkney,65+,Female,20,NA,1088.14,NA,10,NA,544.07,NA
1998,NHS Shetland,0-17,Male,10,NA,340.72,NA,10,NA,340.72,NA
1998,NHS Shetland,0-17,Female,10,NA,357.78,NA,0,NA,0,NA
1998,NHS Shetland,18-24,Male,20,NA,2094.24,NA,10,NA,1047.12,NA
1998,NHS Shetland,18-24,Female,0,NA,0,NA,0,NA,0,NA
1998,NHS Shetland,25-39,Male,30,NA,1143.29,NA,20,NA,762.2,NA
1998,NHS Shetland,25-39,Female,20,NA,808.73,NA,20,NA,808.73,NA
1998,NHS Shetland,40-64,Male,30,NA,798.08,NA,20,NA,532.06,NA
1998,NHS Shetland,40-64,Female,20,NA,591.37,NA,20,NA,591.37,NA
1998,NHS Shetland,65+,Male,10,NA,856.16,NA,10,NA,856.16,NA
1998,NHS Shetland,65+,Female,10,NA,555.86,NA,10,NA,555.86,NA
1998,NHS Western Isles,0-17,Male,0,NA,0,NA,0,NA,0,NA
1998,NHS Western Isles,0-17,Female,10,NA,323.21,NA,10,NA,323.21,NA
1998,NHS Western Isles,18-24,Male,0,NA,0,NA,0,NA,0,NA
1998,NHS Western Isles,18-24,Female,10,NA,1225.49,NA,0,NA,0,NA
1998,NHS Western Isles,25-39,Male,20,NA,715.56,NA,20,NA,715.56,NA
1998,NHS Western Isles,25-39,Female,10,NA,382.85,NA,10,NA,382.85,NA
1998,NHS Western Isles,40-64,Male,80,NA,1749.02,NA,60,NA,1311.76,NA
1998,NHS Western Isles,40-64,Female,20,NA,465.44,NA,20,NA,465.44,NA
1998,NHS Western Isles,65+,Male,20,NA,951.93,NA,20,NA,951.93,NA
1998,NHS Western Isles,65+,Female,20,NA,642.05,NA,20,NA,642.05,NA
1998,NHS Fife,0-17,Male,40,NA,100.12,NA,40,NA,100.12,NA
1998,NHS Fife,0-17,Female,70,NA,181.15,NA,60,NA,155.27,NA
1998,NHS Fife,18-24,Male,140,NA,954.33,NA,90,NA,613.5,NA
1998,NHS Fife,18-24,Female,90,NA,624.18,NA,60,NA,416.12,NA
1998,NHS Fife,25-39,Male,350,NA,949.51,NA,220,NA,596.84,NA
1998,NHS Fife,25-39,Female,290,NA,750.27,NA,180,NA,465.68,NA
1998,NHS Fife,40-64,Male,310,NA,590.37,NA,220,NA,418.98,NA
1998,NHS Fife,40-64,Female,340,NA,616.09,NA,220,NA,398.64,NA
1998,NHS Fife,65+,Male,230,NA,1031.34,NA,180,NA,807.14,NA
1998,NHS Fife,65+,Female,440,NA,1319.5,NA,310,NA,929.65,NA
1998,NHS Tayside,0-17,Male,60,NA,136.61,NA,50,NA,113.84,NA
1998,NHS Tayside,0-17,Female,80,NA,191.61,NA,50,NA,119.76,NA
1998,NHS Tayside,18-24,Male,170,NA,993.16,NA,120,NA,701.06,NA
1998,NHS Tayside,18-24,Female,130,NA,776.12,NA,80,NA,477.61,NA
1998,NHS Tayside,25-39,Male,570,NA,1410.58,NA,370,NA,915.64,NA
1998,NHS Tayside,25-39,Female,430,NA,1011.03,NA,260,NA,611.32,NA
1998,NHS Tayside,40-64,Male,550,NA,921.63,NA,380,NA,636.76,NA
1998,NHS Tayside,40-64,Female,520,NA,831.04,NA,350,NA,559.36,NA
1998,NHS Tayside,65+,Male,430,NA,1542.71,NA,320,NA,1148.06,NA
1998,NHS Tayside,65+,Female,650,NA,1568.19,NA,500,NA,1206.3,NA
1998,NHS Greater Glasgow and Clyde,0-17,Male,140,NA,107.19,NA,130,NA,99.53,NA
1998,NHS Greater Glasgow and Clyde,0-17,Female,110,NA,88.11,NA,90,NA,72.09,NA
1998,NHS Greater Glasgow and Clyde,18-24,Male,440,NA,895.2,NA,300,NA,610.36,NA
1998,NHS Greater Glasgow and Clyde,18-24,Female,350,NA,657.78,NA,230,NA,432.26,NA
1998,NHS Greater Glasgow and Clyde,25-39,Male,1800,NA,1386.07,NA,1220,NA,939.44,NA
1998,NHS Greater Glasgow and Clyde,25-39,Female,1250,NA,887.83,NA,830,NA,589.52,NA
1998,NHS Greater Glasgow and Clyde,40-64,Male,1930,NA,1190.8,NA,1370,NA,845.28,NA
1998,NHS Greater Glasgow and Clyde,40-64,Female,1220,NA,708.52,NA,860,NA,499.45,NA
1998,NHS Greater Glasgow and Clyde,65+,Male,1290,NA,1888.73,NA,920,NA,1347,NA
1998,NHS Greater Glasgow and Clyde,65+,Female,1990,NA,1818.12,NA,1470,NA,1343.03,NA
1998,NHS Lanarkshire,0-17,Male,50,NA,66.64,NA,50,NA,66.64,NA
1998,NHS Lanarkshire,0-17,Female,50,NA,70.06,NA,40,NA,56.05,NA
1998,NHS Lanarkshire,18-24,Male,170,NA,640.11,NA,120,NA,451.84,NA
1998,NHS Lanarkshire,18-24,Female,120,NA,456.48,NA,90,NA,342.36,NA
1998,NHS Lanarkshire,25-39,Male,650,NA,927.92,NA,440,NA,628.13,NA
1998,NHS Lanarkshire,25-39,Female,450,NA,598.95,NA,300,NA,399.3,NA
1998,NHS Lanarkshire,40-64,Male,650,NA,697.45,NA,470,NA,504.31,NA
1998,NHS Lanarkshire,40-64,Female,490,NA,490.02,NA,390,NA,390.02,NA
1998,NHS Lanarkshire,65+,Male,520,NA,1485.37,NA,340,NA,971.21,NA
1998,NHS Lanarkshire,65+,Female,810,NA,1531.57,NA,540,NA,1021.04,NA
1999,NHS Ayrshire and Arran,0-17,Male,80,NA,190.25,NA,80,NA,190.25,NA
1999,NHS Ayrshire and Arran,0-17,Female,70,NA,171.96,NA,60,NA,147.4,NA
1999,NHS Ayrshire and Arran,18-24,Male,170,NA,1207.64,NA,120,NA,852.45,NA
1999,NHS Ayrshire and Arran,18-24,Female,140,NA,1004.52,NA,90,NA,645.76,NA
1999,NHS Ayrshire and Arran,25-39,Male,430,NA,1144.59,NA,300,NA,798.55,NA
1999,NHS Ayrshire and Arran,25-39,Female,340,NA,837.64,NA,220,NA,542.01,NA
1999,NHS Ayrshire and Arran,40-64,Male,590,NA,1013.64,NA,380,NA,652.85,NA
1999,NHS Ayrshire and Arran,40-64,Female,390,NA,631.39,NA,270,NA,437.12,NA
1999,NHS Ayrshire and Arran,65+,Male,400,NA,1620.22,NA,230,NA,931.63,NA
1999,NHS Ayrshire and Arran,65+,Female,640,NA,1731.13,NA,400,NA,1081.96,NA
1999,NHS Borders,0-17,Male,30,NA,264.29,NA,30,NA,264.29,NA
1999,NHS Borders,0-17,Female,20,NA,180.54,NA,20,NA,180.54,NA
1999,NHS Borders,18-24,Male,30,NA,895.79,NA,20,NA,597.19,NA
1999,NHS Borders,18-24,Female,10,NA,302.21,NA,10,NA,302.21,NA
1999,NHS Borders,25-39,Male,90,NA,842.46,NA,60,NA,561.64,NA
1999,NHS Borders,25-39,Female,70,NA,640.5,NA,50,NA,457.5,NA
1999,NHS Borders,40-64,Male,160,NA,926.41,NA,80,NA,463.2,NA
1999,NHS Borders,40-64,Female,110,NA,612.81,NA,70,NA,389.97,NA
1999,NHS Borders,65+,Male,130,NA,1571.57,NA,90,NA,1088.01,NA
1999,NHS Borders,65+,Female,240,NA,2065.76,NA,170,NA,1463.25,NA
1999,NHS Dumfries and Galloway,0-17,Male,30,NA,182.64,NA,30,NA,182.64,NA
1999,NHS Dumfries and Galloway,0-17,Female,30,NA,190.75,NA,30,NA,190.75,NA
1999,NHS Dumfries and Galloway,18-24,Male,50,NA,1061.8,NA,40,NA,849.44,NA
1999,NHS Dumfries and Galloway,18-24,Female,30,NA,656.6,NA,20,NA,437.73,NA
1999,NHS Dumfries and Galloway,25-39,Male,120,NA,821.75,NA,90,NA,616.31,NA
1999,NHS Dumfries and Galloway,25-39,Female,110,NA,723.26,NA,70,NA,460.25,NA
1999,NHS Dumfries and Galloway,40-64,Male,160,NA,662.75,NA,100,NA,414.22,NA
1999,NHS Dumfries and Galloway,40-64,Female,170,NA,677.83,NA,110,NA,438.6,NA
1999,NHS Dumfries and Galloway,65+,Male,120,NA,1022.93,NA,80,NA,681.95,NA
1999,NHS Dumfries and Galloway,65+,Female,170,NA,1060.25,NA,140,NA,873.14,NA
1999,NHS Forth Valley,0-17,Male,30,NA,94.53,NA,20,NA,63.02,NA
1999,NHS Forth Valley,0-17,Female,20,NA,65.74,NA,10,NA,32.87,NA
1999,NHS Forth Valley,18-24,Male,90,NA,758.85,NA,60,NA,505.9,NA
1999,NHS Forth Valley,18-24,Female,40,NA,328.27,NA,30,NA,246.2,NA
1999,NHS Forth Valley,25-39,Male,240,NA,800.67,NA,170,NA,567.14,NA
1999,NHS Forth Valley,25-39,Female,200,NA,630.48,NA,130,NA,409.81,NA
1999,NHS Forth Valley,40-64,Male,260,NA,600.48,NA,190,NA,438.81,NA
1999,NHS Forth Valley,40-64,Female,230,NA,509.97,NA,150,NA,332.59,NA
1999,NHS Forth Valley,65+,Male,160,NA,941.45,NA,110,NA,647.25,NA
1999,NHS Forth Valley,65+,Female,270,NA,1081.69,NA,210,NA,841.31,NA
1999,NHS Grampian,0-17,Male,60,NA,101.25,NA,50,NA,84.37,NA
1999,NHS Grampian,0-17,Female,60,NA,106.42,NA,50,NA,88.68,NA
1999,NHS Grampian,18-24,Male,240,NA,949.86,NA,160,NA,633.24,NA
1999,NHS Grampian,18-24,Female,120,NA,498.28,NA,80,NA,332.18,NA
1999,NHS Grampian,25-39,Male,460,NA,747.41,NA,280,NA,454.94,NA
1999,NHS Grampian,25-39,Female,320,NA,531.98,NA,210,NA,349.11,NA
1999,NHS Grampian,40-64,Male,590,NA,711.28,NA,390,NA,470.17,NA
1999,NHS Grampian,40-64,Female,490,NA,599.44,NA,360,NA,440.4,NA
1999,NHS Grampian,65+,Male,440,NA,1391.48,NA,320,NA,1011.99,NA
1999,NHS Grampian,65+,Female,640,NA,1401.54,NA,460,NA,1007.36,NA
1999,NHS Highland,0-17,Male,70,NA,203.56,NA,60,NA,174.48,NA
1999,NHS Highland,0-17,Female,70,NA,216.78,NA,50,NA,154.84,NA
1999,NHS Highland,18-24,Male,130,NA,1153.1,NA,100,NA,887,NA
1999,NHS Highland,18-24,Female,60,NA,623.18,NA,50,NA,519.32,NA
1999,NHS Highland,25-39,Male,400,NA,1294.83,NA,280,NA,906.38,NA
1999,NHS Highland,25-39,Female,320,NA,1022.56,NA,220,NA,703.01,NA
1999,NHS Highland,40-64,Male,690,NA,1379.83,NA,450,NA,899.89,NA
1999,NHS Highland,40-64,Female,440,NA,867.75,NA,290,NA,571.92,NA
1999,NHS Highland,65+,Male,450,NA,2158.69,NA,250,NA,1199.27,NA
1999,NHS Highland,65+,Female,480,NA,1626.29,NA,350,NA,1185.84,NA
1999,NHS Lothian,0-17,Male,100,NA,120.98,NA,90,NA,108.89,NA
1999,NHS Lothian,0-17,Female,70,NA,87.87,NA,60,NA,75.32,NA
1999,NHS Lothian,18-24,Male,280,NA,745.79,NA,190,NA,506.07,NA
1999,NHS Lothian,18-24,Female,220,NA,568.4,NA,130,NA,335.87,NA
1999,NHS Lothian,25-39,Male,940,NA,1018.05,NA,600,NA,649.82,NA
1999,NHS Lothian,25-39,Female,740,NA,764.75,NA,480,NA,496.05,NA
1999,NHS Lothian,40-64,Male,1030,NA,917.78,NA,650,NA,579.18,NA
1999,NHS Lothian,40-64,Female,880,NA,746.67,NA,580,NA,492.12,NA
1999,NHS Lothian,65+,Male,820,NA,1808.24,NA,540,NA,1190.79,NA
1999,NHS Lothian,65+,Female,1140,NA,1661.95,NA,800,NA,1166.28,NA
1999,NHS Orkney,0-17,Male,0,NA,0,NA,0,NA,0,NA
1999,NHS Orkney,0-17,Female,0,NA,0,NA,0,NA,0,NA
1999,NHS Orkney,18-24,Male,10,NA,1584.79,NA,10,NA,1584.79,NA
1999,NHS Orkney,18-24,Female,0,NA,0,NA,0,NA,0,NA
1999,NHS Orkney,25-39,Male,10,NA,484.97,NA,0,NA,0,NA
1999,NHS Orkney,25-39,Female,10,NA,516.26,NA,10,NA,516.26,NA
1999,NHS Orkney,40-64,Male,30,NA,907.17,NA,20,NA,604.78,NA
1999,NHS Orkney,40-64,Female,20,NA,612,NA,10,NA,306,NA
1999,NHS Orkney,65+,Male,10,NA,742.94,NA,10,NA,742.94,NA
1999,NHS Orkney,65+,Female,10,NA,544.96,NA,10,NA,544.96,NA
1999,NHS Shetland,0-17,Male,10,NA,348.07,NA,10,NA,348.07,NA
1999,NHS Shetland,0-17,Female,10,NA,366.84,NA,0,NA,0,NA
1999,NHS Shetland,18-24,Male,0,NA,0,NA,0,NA,0,NA
1999,NHS Shetland,18-24,Female,0,NA,0,NA,0,NA,0,NA
1999,NHS Shetland,25-39,Male,30,NA,1176.47,NA,20,NA,784.31,NA
1999,NHS Shetland,25-39,Female,20,NA,822.71,NA,10,NA,411.35,NA
1999,NHS Shetland,40-64,Male,20,NA,532.34,NA,10,NA,266.17,NA
1999,NHS Shetland,40-64,Female,20,NA,586.68,NA,10,NA,293.34,NA
1999,NHS Shetland,65+,Male,10,NA,826.45,NA,10,NA,826.45,NA
1999,NHS Shetland,65+,Female,20,NA,1106.19,NA,10,NA,553.1,NA
1999,NHS Western Isles,0-17,Male,0,NA,0,NA,0,NA,0,NA
1999,NHS Western Isles,0-17,Female,10,NA,336.7,NA,10,NA,336.7,NA
1999,NHS Western Isles,18-24,Male,10,NA,985.22,NA,10,NA,985.22,NA
1999,NHS Western Isles,18-24,Female,0,NA,0,NA,0,NA,0,NA
1999,NHS Western Isles,25-39,Male,40,NA,1482.03,NA,20,NA,741.02,NA
1999,NHS Western Isles,25-39,Female,20,NA,782.78,NA,20,NA,782.78,NA
1999,NHS Western Isles,40-64,Male,100,NA,2165.91,NA,60,NA,1299.55,NA
1999,NHS Western Isles,40-64,Female,40,NA,928.51,NA,30,NA,696.38,NA
1999,NHS Western Isles,65+,Male,50,NA,2382.09,NA,30,NA,1429.25,NA
1999,NHS Western Isles,65+,Female,80,NA,2563.28,NA,40,NA,1281.64,NA
1999,NHS Fife,0-17,Male,50,NA,125.84,NA,50,NA,125.84,NA
1999,NHS Fife,0-17,Female,50,NA,130.65,NA,40,NA,104.52,NA
1999,NHS Fife,18-24,Male,160,NA,1090.74,NA,100,NA,681.71,NA
1999,NHS Fife,18-24,Female,60,NA,406.83,NA,40,NA,271.22,NA
1999,NHS Fife,25-39,Male,370,NA,1018.02,NA,220,NA,605.31,NA
