financial_year,health_board,age_group,sex,discharge_count,discharge_count_qf,discharge_rates,discharge_rates_qf,patients_count,patient_count_qf,patients_rates,patient_rates_qf
2009,NHS Lothian,65+,Male,810,NA,1582.8,NA,510,NA,996.58,NA
2009,NHS Lothian,65+,Female,1140,NA,1625.81,NA,720,NA,1026.83,NA
2009,NHS Orkney,0-17,Male,0,NA,0,NA,0,NA,0,NA
2009,NHS Orkney,0-17,Female,0,NA,0,NA,0,NA,0,NA
2009,NHS Orkney,18-24,Male,10,NA,1262.63,NA,10,NA,1262.63,NA
2009,NHS Orkney,18-24,Female,10,NA,1394.7,NA,10,NA,1394.7,NA
2009,NHS Orkney,25-39,Male,10,NA,625.78,NA,0,NA,0,NA
2009,NHS Orkney,25-39,Female,10,NA,579.37,NA,0,NA,0,NA
2009,NHS Orkney,40-64,Male,20,NA,503.27,NA,10,NA,251.64,NA
2009,NHS Orkney,40-64,Female,10,NA,256.48,NA,0,NA,0,NA
2009,NHS Orkney,65+,Male,0,NA,0,NA,0,NA,0,NA
2009,NHS Orkney,65+,Female,10,NA,453.72,NA,10,NA,453.72,NA
2009,NHS Shetland,0-17,Male,10,NA,379.94,NA,0,NA,0,NA
2009,NHS Shetland,0-17,Female,0,NA,0,NA,0,NA,0,NA
2009,NHS Shetland,18-24,Male,10,NA,1088.14,NA,0,NA,0,NA
2009,NHS Shetland,18-24,Female,0,NA,0,NA,0,NA,0,NA
2009,NHS Shetland,25-39,Male,10,NA,468.16,NA,10,NA,468.16,NA
2009,NHS Shetland,25-39,Female,10,NA,489,NA,10,NA,489,NA
2009,NHS Shetland,40-64,Male,20,NA,478.93,NA,20,NA,478.93,NA
2009,NHS Shetland,40-64,Female,20,NA,509.68,NA,10,NA,254.84,NA
2009,NHS Shetland,65+,Male,0,NA,0,NA,0,NA,0,NA
2009,NHS Shetland,65+,Female,0,NA,0,NA,0,NA,0,NA
2009,NHS Western Isles,0-17,Male,0,NA,0,NA,0,NA,0,NA
2009,NHS Western Isles,0-17,Female,0,NA,0,NA,0,NA,0,NA
2009,NHS Western Isles,18-24,Male,0,NA,0,NA,0,NA,0,NA
2009,NHS Western Isles,18-24,Female,10,NA,1269.04,NA,0,NA,0,NA
2009,NHS Western Isles,25-39,Male,20,NA,918.7,NA,10,NA,459.35,NA
2009,NHS Western Isles,25-39,Female,0,NA,0,NA,0,NA,0,NA
2009,NHS Western Isles,40-64,Male,70,NA,1359.75,NA,50,NA,971.25,NA
2009,NHS Western Isles,40-64,Female,30,NA,605.69,NA,20,NA,403.8,NA
2009,NHS Western Isles,65+,Male,40,NA,1610.95,NA,30,NA,1208.22,NA
2009,NHS Western Isles,65+,Female,40,NA,1209.19,NA,30,NA,906.89,NA
2009,NHS Fife,0-17,Male,10,NA,26.78,NA,10,NA,26.78,NA
2009,NHS Fife,0-17,Female,20,NA,55.6,NA,20,NA,55.6,NA
2009,NHS Fife,18-24,Male,80,NA,497.73,NA,50,NA,311.08,NA
2009,NHS Fife,18-24,Female,70,NA,416.87,NA,60,NA,357.31,NA
2009,NHS Fife,25-39,Male,290,NA,909.32,NA,190,NA,595.76,NA
2009,NHS Fife,25-39,Female,220,NA,656.93,NA,150,NA,447.91,NA
2009,NHS Fife,40-64,Male,470,NA,753.25,NA,300,NA,480.8,NA
2009,NHS Fife,40-64,Female,390,NA,597.34,NA,250,NA,382.91,NA
2009,NHS Fife,65+,Male,300,NA,1114.62,NA,190,NA,705.93,NA
2009,NHS Fife,65+,Female,360,NA,1020.87,NA,250,NA,708.94,NA
2009,NHS Tayside,0-17,Male,30,NA,73.34,NA,20,NA,48.89,NA
2009,NHS Tayside,0-17,Female,30,NA,76.84,NA,30,NA,76.84,NA
2009,NHS Tayside,18-24,Male,100,NA,531.8,NA,80,NA,425.44,NA
2009,NHS Tayside,18-24,Female,100,NA,519.56,NA,70,NA,363.69,NA
2009,NHS Tayside,25-39,Male,400,NA,1156.44,NA,260,NA,751.68,NA
2009,NHS Tayside,25-39,Female,270,NA,744.03,NA,200,NA,551.13,NA
2009,NHS Tayside,40-64,Male,490,NA,718.98,NA,360,NA,528.23,NA
2009,NHS Tayside,40-64,Female,440,NA,613.8,NA,320,NA,446.4,NA
2009,NHS Tayside,65+,Male,290,NA,892.75,NA,250,NA,769.61,NA
2009,NHS Tayside,65+,Female,440,NA,1019.13,NA,370,NA,857,NA
2009,NHS Greater Glasgow and Clyde,0-17,Male,80,NA,69.54,NA,60,NA,52.15,NA
2009,NHS Greater Glasgow and Clyde,0-17,Female,50,NA,45.48,NA,40,NA,36.38,NA
2009,NHS Greater Glasgow and Clyde,18-24,Male,320,NA,551.23,NA,220,NA,378.97,NA
2009,NHS Greater Glasgow and Clyde,18-24,Female,200,NA,339.52,NA,140,NA,237.67,NA
2009,NHS Greater Glasgow and Clyde,25-39,Male,1270,NA,1141.91,NA,830,NA,746.29,NA
2009,NHS Greater Glasgow and Clyde,25-39,Female,880,NA,753.19,NA,560,NA,479.3,NA
2009,NHS Greater Glasgow and Clyde,40-64,Male,2410,NA,1328.09,NA,1550,NA,854.16,NA
2009,NHS Greater Glasgow and Clyde,40-64,Female,1450,NA,745.96,NA,950,NA,488.73,NA
2009,NHS Greater Glasgow and Clyde,65+,Male,1000,NA,1390.14,NA,720,NA,1000.9,NA
2009,NHS Greater Glasgow and Clyde,65+,Female,1210,NA,1157.41,NA,850,NA,813.05,NA
2009,NHS Lanarkshire,0-17,Male,30,NA,42.52,NA,20,NA,28.35,NA
2009,NHS Lanarkshire,0-17,Female,40,NA,59.2,NA,40,NA,59.2,NA
2009,NHS Lanarkshire,18-24,Male,140,NA,508.11,NA,100,NA,362.94,NA
2009,NHS Lanarkshire,18-24,Female,100,NA,363.9,NA,70,NA,254.73,NA
2009,NHS Lanarkshire,25-39,Male,640,NA,1047.19,NA,430,NA,703.58,NA
2009,NHS Lanarkshire,25-39,Female,360,NA,555.91,NA,240,NA,370.6,NA
2009,NHS Lanarkshire,40-64,Male,1000,NA,908.7,NA,640,NA,581.57,NA
2009,NHS Lanarkshire,40-64,Female,740,NA,630.41,NA,500,NA,425.96,NA
2009,NHS Lanarkshire,65+,Male,490,NA,1157.24,NA,320,NA,755.75,NA
2009,NHS Lanarkshire,65+,Female,710,NA,1212.91,NA,450,NA,768.74,NA
2010,NHS Ayrshire and Arran,0-17,Male,40,NA,105.53,NA,30,NA,79.15,NA
2010,NHS Ayrshire and Arran,0-17,Female,60,NA,164.38,NA,40,NA,109.59,NA
2010,NHS Ayrshire and Arran,18-24,Male,110,NA,725.64,NA,70,NA,461.77,NA
2010,NHS Ayrshire and Arran,18-24,Female,80,NA,526.7,NA,50,NA,329.19,NA
2010,NHS Ayrshire and Arran,25-39,Male,340,NA,1151.22,NA,250,NA,846.48,NA
2010,NHS Ayrshire and Arran,25-39,Female,260,NA,802,NA,150,NA,462.69,NA
2010,NHS Ayrshire and Arran,40-64,Male,660,NA,1014.46,NA,430,NA,660.94,NA
2010,NHS Ayrshire and Arran,40-64,Female,440,NA,625.27,NA,300,NA,426.32,NA
2010,NHS Ayrshire and Arran,65+,Male,280,NA,913.72,NA,210,NA,685.29,NA
2010,NHS Ayrshire and Arran,65+,Female,280,NA,699.44,NA,210,NA,524.58,NA
2010,NHS Borders,0-17,Male,20,NA,176.57,NA,10,NA,88.28,NA
2010,NHS Borders,0-17,Female,20,NA,180.78,NA,20,NA,180.78,NA
2010,NHS Borders,18-24,Male,30,NA,806.23,NA,20,NA,537.49,NA
2010,NHS Borders,18-24,Female,20,NA,521.38,NA,20,NA,521.38,NA
2010,NHS Borders,25-39,Male,110,NA,1344.58,NA,60,NA,733.41,NA
2010,NHS Borders,25-39,Female,60,NA,676.59,NA,50,NA,563.82,NA
2010,NHS Borders,40-64,Male,120,NA,564.12,NA,80,NA,376.08,NA
2010,NHS Borders,40-64,Female,130,NA,592.28,NA,80,NA,364.48,NA
2010,NHS Borders,65+,Male,160,NA,1532.57,NA,110,NA,1053.64,NA
2010,NHS Borders,65+,Female,170,NA,1303.38,NA,120,NA,920.03,NA
2010,NHS Dumfries and Galloway,0-17,Male,10,NA,67.4,NA,10,NA,67.4,NA
2010,NHS Dumfries and Galloway,0-17,Female,20,NA,140.81,NA,10,NA,70.4,NA
2010,NHS Dumfries and Galloway,18-24,Male,20,NA,368.87,NA,20,NA,368.87,NA
2010,NHS Dumfries and Galloway,18-24,Female,40,NA,765.84,NA,30,NA,574.38,NA
2010,NHS Dumfries and Galloway,25-39,Male,140,NA,1298.34,NA,80,NA,741.91,NA
2010,NHS Dumfries and Galloway,25-39,Female,100,NA,861.18,NA,60,NA,516.71,NA
2010,NHS Dumfries and Galloway,40-64,Male,230,NA,837.98,NA,140,NA,510.07,NA
2010,NHS Dumfries and Galloway,40-64,Female,180,NA,623.68,NA,120,NA,415.79,NA
2010,NHS Dumfries and Galloway,65+,Male,150,NA,1020.96,NA,100,NA,680.64,NA
2010,NHS Dumfries and Galloway,65+,Female,170,NA,943.45,NA,120,NA,665.96,NA
2010,NHS Forth Valley,0-17,Male,10,NA,31.99,NA,10,NA,31.99,NA
2010,NHS Forth Valley,0-17,Female,10,NA,33.43,NA,10,NA,33.43,NA
2010,NHS Forth Valley,18-24,Male,40,NA,298.24,NA,40,NA,298.24,NA
2010,NHS Forth Valley,18-24,Female,50,NA,376.76,NA,40,NA,301.41,NA
2010,NHS Forth Valley,25-39,Male,180,NA,681.69,NA,140,NA,530.2,NA
2010,NHS Forth Valley,25-39,Female,190,NA,670.34,NA,120,NA,423.37,NA
2010,NHS Forth Valley,40-64,Male,300,NA,583.2,NA,210,NA,408.24,NA
2010,NHS Forth Valley,40-64,Female,190,NA,355.66,NA,130,NA,243.35,NA
2010,NHS Forth Valley,65+,Male,170,NA,806.53,NA,120,NA,569.31,NA
2010,NHS Forth Valley,65+,Female,230,NA,837.16,NA,150,NA,545.97,NA
2010,NHS Grampian,0-17,Male,40,NA,70.45,NA,30,NA,52.84,NA
2010,NHS Grampian,0-17,Female,40,NA,74.74,NA,30,NA,56.05,NA
2010,NHS Grampian,18-24,Male,110,NA,391.33,NA,80,NA,284.61,NA
2010,NHS Grampian,18-24,Female,80,NA,291.46,NA,60,NA,218.6,NA
2010,NHS Grampian,25-39,Male,340,NA,589.68,NA,200,NA,346.87,NA
2010,NHS Grampian,25-39,Female,280,NA,498.99,NA,170,NA,302.96,NA
2010,NHS Grampian,40-64,Male,700,NA,714.5,NA,400,NA,408.28,NA
2010,NHS Grampian,40-64,Female,500,NA,509.15,NA,300,NA,305.49,NA
2010,NHS Grampian,65+,Male,420,NA,1077.06,NA,290,NA,743.69,NA
2010,NHS Grampian,65+,Female,580,NA,1158.7,NA,390,NA,779.13,NA
2010,NHS Highland,0-17,Male,20,NA,60.96,NA,20,NA,60.96,NA
2010,NHS Highland,0-17,Female,30,NA,96.86,NA,20,NA,64.58,NA
2010,NHS Highland,18-24,Male,90,NA,739.83,NA,70,NA,575.42,NA
2010,NHS Highland,18-24,Female,70,NA,663.76,NA,50,NA,474.11,NA
2010,NHS Highland,25-39,Male,260,NA,1018.65,NA,170,NA,666.04,NA
2010,NHS Highland,25-39,Female,170,NA,637.52,NA,120,NA,450.01,NA
2010,NHS Highland,40-64,Male,530,NA,907.86,NA,360,NA,616.66,NA
2010,NHS Highland,40-64,Female,390,NA,641.39,NA,290,NA,476.93,NA
2010,NHS Highland,65+,Male,310,NA,1135.91,NA,220,NA,806.13,NA
2010,NHS Highland,65+,Female,370,NA,1082,NA,300,NA,877.3,NA
2010,NHS Lothian,0-17,Male,50,NA,61.31,NA,40,NA,49.05,NA
2010,NHS Lothian,0-17,Female,80,NA,103.38,NA,70,NA,90.46,NA
2010,NHS Lothian,18-24,Male,190,NA,435.69,NA,140,NA,321.03,NA
2010,NHS Lothian,18-24,Female,90,NA,196.3,NA,80,NA,174.49,NA
2010,NHS Lothian,25-39,Male,580,NA,645.57,NA,410,NA,456.35,NA
2010,NHS Lothian,25-39,Female,410,NA,445.12,NA,300,NA,325.7,NA
2010,NHS Lothian,40-64,Male,970,NA,725.14,NA,650,NA,485.92,NA
2010,NHS Lothian,40-64,Female,650,NA,469.59,NA,460,NA,332.33,NA
2010,NHS Lothian,65+,Male,840,NA,1605.54,NA,490,NA,936.56,NA
2010,NHS Lothian,65+,Female,1280,NA,1811.29,NA,790,NA,1117.9,NA
2010,NHS Orkney,0-17,Male,0,NA,0,NA,0,NA,0,NA
2010,NHS Orkney,0-17,Female,0,NA,0,NA,0,NA,0,NA
2010,NHS Orkney,18-24,Male,0,NA,0,NA,0,NA,0,NA
2010,NHS Orkney,18-24,Female,10,NA,1364.26,NA,0,NA,0,NA
2010,NHS Orkney,25-39,Male,20,NA,1254.71,NA,10,NA,627.35,NA
2010,NHS Orkney,25-39,Female,10,NA,573.72,NA,10,NA,573.72,NA
2010,NHS Orkney,40-64,Male,20,NA,495.54,NA,20,NA,495.54,NA
2010,NHS Orkney,40-64,Female,10,NA,253.74,NA,10,NA,253.74,NA
2010,NHS Orkney,65+,Male,10,NA,528.26,NA,10,NA,528.26,NA
2010,NHS Orkney,65+,Female,10,NA,441.7,NA,10,NA,441.7,NA
2010,NHS Shetland,0-17,Male,0,NA,0,NA,0,NA,0,NA
2010,NHS Shetland,0-17,Female,10,NA,406.17,NA,10,NA,406.17,NA
2010,NHS Shetland,18-24,Male,10,NA,1037.34,NA,10,NA,1037.34,NA
2010,NHS Shetland,18-24,Female,0,NA,0,NA,0,NA,0,NA
2010,NHS Shetland,25-39,Male,20,NA,930.67,NA,10,NA,465.33,NA
2010,NHS Shetland,25-39,Female,20,NA,966.18,NA,10,NA,483.09,NA
2010,NHS Shetland,40-64,Male,20,NA,471.81,NA,10,NA,235.9,NA
2010,NHS Shetland,40-64,Female,20,NA,506.97,NA,10,NA,253.49,NA
2010,NHS Shetland,65+,Male,0,NA,0,NA,0,NA,0,NA
2010,NHS Shetland,65+,Female,10,NA,483.56,NA,10,NA,483.56,NA
2010,NHS Western Isles,0-17,Male,10,NA,370.51,NA,0,NA,0,NA
2010,NHS Western Isles,0-17,Female,0,NA,0,NA,0,NA,0,NA
2010,NHS Western Isles,18-24,Male,0,NA,0,NA,0,NA,0,NA
2010,NHS Western Isles,18-24,Female,0,NA,0,NA,0,NA,0,NA
2010,NHS Western Isles,25-39,Male,20,NA,923.79,NA,10,NA,461.89,NA
2010,NHS Western Isles,25-39,Female,10,NA,471.25,NA,10,NA,471.25,NA
2010,NHS Western Isles,40-64,Male,40,NA,768.05,NA,20,NA,384.02,NA
2010,NHS Western Isles,40-64,Female,20,NA,396.12,NA,20,NA,396.12,NA
2010,NHS Western Isles,65+,Male,30,NA,1184.83,NA,20,NA,789.89,NA
2010,NHS Western Isles,65+,Female,40,NA,1193.67,NA,20,NA,596.84,NA
2010,NHS Fife,0-17,Male,20,NA,53.75,NA,20,NA,53.75,NA
2010,NHS Fife,0-17,Female,20,NA,55.96,NA,10,NA,27.98,NA
2010,NHS Fife,18-24,Male,70,NA,432.69,NA,60,NA,370.87,NA
2010,NHS Fife,18-24,Female,60,NA,350.32,NA,40,NA,233.55,NA
2010,NHS Fife,25-39,Male,310,NA,987.04,NA,190,NA,604.96,NA
2010,NHS Fife,25-39,Female,230,NA,692.58,NA,140,NA,421.57,NA
2010,NHS Fife,40-64,Male,420,NA,669.32,NA,260,NA,414.34,NA
2010,NHS Fife,40-64,Female,330,NA,502.42,NA,220,NA,334.95,NA
2010,NHS Fife,65+,Male,330,NA,1193.36,NA,210,NA,759.41,NA
2010,NHS Fife,65+,Female,440,NA,1234.01,NA,270,NA,757.24,NA
2010,NHS Tayside,0-17,Male,30,NA,73.96,NA,20,NA,49.31,NA
2010,NHS Tayside,0-17,Female,30,NA,77.3,NA,20,NA,51.53,NA
2010,NHS Tayside,18-24,Male,90,NA,461.18,NA,70,NA,358.7,NA
2010,NHS Tayside,18-24,Female,90,NA,454.82,NA,60,NA,303.21,NA
2010,NHS Tayside,25-39,Male,350,NA,1003.96,NA,240,NA,688.43,NA
2010,NHS Tayside,25-39,Female,280,NA,768.89,NA,190,NA,521.75,NA
2010,NHS Tayside,40-64,Male,470,NA,685.44,NA,350,NA,510.43,NA
2010,NHS Tayside,40-64,Female,390,NA,542.01,NA,270,NA,375.23,NA
2010,NHS Tayside,65+,Male,300,NA,907.61,NA,240,NA,726.08,NA
2010,NHS Tayside,65+,Female,370,NA,849.81,NA,300,NA,689.04,NA
2010,NHS Greater Glasgow and Clyde,0-17,Male,60,NA,52.99,NA,50,NA,44.16,NA
2010,NHS Greater Glasgow and Clyde,0-17,Female,60,NA,55.49,NA,40,NA,36.99,NA
2010,NHS Greater Glasgow and Clyde,18-24,Male,250,NA,419.3,NA,170,NA,285.12,NA
2010,NHS Greater Glasgow and Clyde,18-24,Female,170,NA,279.86,NA,120,NA,197.55,NA
2010,NHS Greater Glasgow and Clyde,25-39,Male,1320,NA,1176.58,NA,820,NA,730.9,NA
2010,NHS Greater Glasgow and Clyde,25-39,Female,820,NA,702.04,NA,520,NA,445.19,NA
2010,NHS Greater Glasgow and Clyde,40-64,Male,2440,NA,1331.54,NA,1460,NA,796.74,NA
2010,NHS Greater Glasgow and Clyde,40-64,Female,1320,NA,671.61,NA,830,NA,422.3,NA
2010,NHS Greater Glasgow and Clyde,65+,Male,1050,NA,1441.12,NA,670,NA,919.57,NA
2010,NHS Greater Glasgow and Clyde,65+,Female,1280,NA,1225.24,NA,860,NA,823.21,NA
2010,NHS Lanarkshire,0-17,Male,40,NA,57.15,NA,30,NA,42.87,NA
2010,NHS Lanarkshire,0-17,Female,50,NA,74.47,NA,40,NA,59.58,NA
2010,NHS Lanarkshire,18-24,Male,140,NA,505.42,NA,100,NA,361.01,NA
2010,NHS Lanarkshire,18-24,Female,110,NA,400.39,NA,70,NA,254.8,NA
2010,NHS Lanarkshire,25-39,Male,620,NA,1024.95,NA,420,NA,694.32,NA
2010,NHS Lanarkshire,25-39,Female,450,NA,702.55,NA,290,NA,452.76,NA
2010,NHS Lanarkshire,40-64,Male,1010,NA,905.95,NA,640,NA,574.07,NA
2010,NHS Lanarkshire,40-64,Female,740,NA,622.53,NA,520,NA,437.46,NA
2010,NHS Lanarkshire,65+,Male,500,NA,1159.88,NA,330,NA,765.52,NA
2010,NHS Lanarkshire,65+,Female,740,NA,1250.91,NA,470,NA,794.5,NA
2011,NHS Ayrshire and Arran,0-17,Male,40,NA,106.12,NA,40,NA,106.12,NA
2011,NHS Ayrshire and Arran,0-17,Female,40,NA,110.46,NA,40,NA,110.46,NA
2011,NHS Ayrshire and Arran,18-24,Male,90,NA,587.7,NA,60,NA,391.8,NA
2011,NHS Ayrshire and Arran,18-24,Female,50,NA,329.03,NA,40,NA,263.23,NA
2011,NHS Ayrshire and Arran,25-39,Male,360,NA,1233.72,NA,240,NA,822.48,NA
2011,NHS Ayrshire and Arran,25-39,Female,270,NA,844.04,NA,160,NA,500.17,NA
2011,NHS Ayrshire and Arran,40-64,Male,670,NA,1025.47,NA,440,NA,673.44,NA
2011,NHS Ayrshire and Arran,40-64,Female,440,NA,620.38,NA,290,NA,408.89,NA
2011,NHS Ayrshire and Arran,65+,Male,270,NA,860.64,NA,200,NA,637.51,NA
2011,NHS Ayrshire and Arran,65+,Female,290,NA,715.29,NA,220,NA,542.63,NA
2011,NHS Borders,0-17,Male,20,NA,178.46,NA,20,NA,178.46,NA
2011,NHS Borders,0-17,Female,20,NA,185.08,NA,20,NA,185.08,NA
2011,NHS Borders,18-24,Male,30,NA,790.72,NA,20,NA,527.15,NA
2011,NHS Borders,18-24,Female,20,NA,513.74,NA,20,NA,513.74,NA
2011,NHS Borders,25-39,Male,130,NA,1614.1,NA,80,NA,993.3,NA
2011,NHS Borders,25-39,Female,60,NA,695.89,NA,40,NA,463.93,NA
2011,NHS Borders,40-64,Male,140,NA,654.21,NA,90,NA,420.56,NA
2011,NHS Borders,40-64,Female,130,NA,587.07,NA,70,NA,316.11,NA
2011,NHS Borders,65+,Male,140,NA,1303.54,NA,100,NA,931.1,NA
2011,NHS Borders,65+,Female,150,NA,1134.64,NA,110,NA,832.07,NA
2011,NHS Dumfries and Galloway,0-17,Male,20,NA,134.97,NA,10,NA,67.49,NA
2011,NHS Dumfries and Galloway,0-17,Female,20,NA,141.95,NA,10,NA,70.98,NA
2011,NHS Dumfries and Galloway,18-24,Male,40,NA,732.73,NA,30,NA,549.55,NA
2011,NHS Dumfries and Galloway,18-24,Female,40,NA,744.32,NA,20,NA,372.16,NA
2011,NHS Dumfries and Galloway,25-39,Male,130,NA,1216.55,NA,70,NA,655.06,NA
2011,NHS Dumfries and Galloway,25-39,Female,120,NA,1046.94,NA,40,NA,348.98,NA
2011,NHS Dumfries and Galloway,40-64,Male,190,NA,694.32,NA,120,NA,438.52,NA
2011,NHS Dumfries and Galloway,40-64,Female,230,NA,797.14,NA,120,NA,415.9,NA
2011,NHS Dumfries and Galloway,65+,Male,200,NA,1328.82,NA,100,NA,664.41,NA
2011,NHS Dumfries and Galloway,65+,Female,220,NA,1205.28,NA,110,NA,602.64,NA
2011,NHS Forth Valley,0-17,Male,10,NA,32.07,NA,10,NA,32.07,NA
2011,NHS Forth Valley,0-17,Female,20,NA,67.15,NA,20,NA,67.15,NA
2011,NHS Forth Valley,18-24,Male,60,NA,442.87,NA,40,NA,295.25,NA
2011,NHS Forth Valley,18-24,Female,40,NA,293.88,NA,30,NA,220.41,NA
2011,NHS Forth Valley,25-39,Male,160,NA,610.71,NA,120,NA,458.03,NA
2011,NHS Forth Valley,25-39,Female,160,NA,570.25,NA,110,NA,392.05,NA
2011,NHS Forth Valley,40-64,Male,310,NA,594.02,NA,200,NA,383.24,NA
2011,NHS Forth Valley,40-64,Female,230,NA,425.41,NA,160,NA,295.93,NA
2011,NHS Forth Valley,65+,Male,190,NA,878.53,NA,140,NA,647.34,NA
2011,NHS Forth Valley,65+,Female,200,NA,718.91,NA,160,NA,575.13,NA
2011,NHS Grampian,0-17,Male,30,NA,52.86,NA,20,NA,35.24,NA
2011,NHS Grampian,0-17,Female,30,NA,56.19,NA,20,NA,37.46,NA
2011,NHS Grampian,18-24,Male,130,NA,452.85,NA,90,NA,313.51,NA
2011,NHS Grampian,18-24,Female,100,NA,355.96,NA,60,NA,213.58,NA
2011,NHS Grampian,25-39,Male,410,NA,708.77,NA,220,NA,380.31,NA
2011,NHS Grampian,25-39,Female,300,NA,530.78,NA,190,NA,336.16,NA
2011,NHS Grampian,40-64,Male,760,NA,771.99,NA,420,NA,426.63,NA
2011,NHS Grampian,40-64,Female,540,NA,545.05,NA,330,NA,333.08,NA
2011,NHS Grampian,65+,Male,420,NA,1049.58,NA,260,NA,649.74,NA
2011,NHS Grampian,65+,Female,530,NA,1044.66,NA,360,NA,709.58,NA
2011,NHS Highland,0-17,Male,20,NA,60.97,NA,20,NA,60.97,NA
2011,NHS Highland,0-17,Female,30,NA,97.11,NA,20,NA,64.74,NA
2011,NHS Highland,18-24,Male,70,NA,565.38,NA,60,NA,484.61,NA
2011,NHS Highland,18-24,Female,60,NA,562.59,NA,40,NA,375.06,NA
2011,NHS Highland,25-39,Male,290,NA,1126.78,NA,190,NA,738.24,NA
2011,NHS Highland,25-39,Female,180,NA,677.99,NA,130,NA,489.66,NA
2011,NHS Highland,40-64,Male,570,NA,972.96,NA,380,NA,648.64,NA
2011,NHS Highland,40-64,Female,390,NA,637.93,NA,280,NA,458,NA
2011,NHS Highland,65+,Male,360,NA,1281.09,NA,240,NA,854.06,NA
2011,NHS Highland,65+,Female,330,NA,948,NA,240,NA,689.46,NA
2011,NHS Lothian,0-17,Male,50,NA,60.8,NA,40,NA,48.64,NA
2011,NHS Lothian,0-17,Female,70,NA,89.35,NA,60,NA,76.58,NA
2011,NHS Lothian,18-24,Male,170,NA,380.7,NA,130,NA,291.12,NA
2011,NHS Lothian,18-24,Female,110,NA,235.76,NA,80,NA,171.46,NA
2011,NHS Lothian,25-39,Male,560,NA,615.95,NA,400,NA,439.97,NA
2011,NHS Lothian,25-39,Female,440,NA,473.69,NA,300,NA,322.97,NA
2011,NHS Lothian,40-64,Male,1000,NA,735.92,NA,690,NA,507.79,NA
2011,NHS Lothian,40-64,Female,720,NA,514.04,NA,480,NA,342.69,NA
2011,NHS Lothian,65+,Male,920,NA,1719.75,NA,560,NA,1046.81,NA
2011,NHS Lothian,65+,Female,1390,NA,1945.01,NA,830,NA,1161.41,NA
2011,NHS Orkney,0-17,Male,0,NA,0,NA,0,NA,0,NA
2011,NHS Orkney,0-17,Female,0,NA,0,NA,0,NA,0,NA
2011,NHS Orkney,18-24,Male,10,NA,1189.06,NA,0,NA,0,NA
2011,NHS Orkney,18-24,Female,0,NA,0,NA,0,NA,0,NA
2011,NHS Orkney,25-39,Male,10,NA,615.38,NA,10,NA,615.38,NA
2011,NHS Orkney,25-39,Female,0,NA,0,NA,0,NA,0,NA
2011,NHS Orkney,40-64,Male,20,NA,494.68,NA,10,NA,247.34,NA
2011,NHS Orkney,40-64,Female,20,NA,501.5,NA,10,NA,250.75,NA
2011,NHS Orkney,65+,Male,10,NA,507.87,NA,10,NA,507.87,NA
2011,NHS Orkney,65+,Female,10,NA,434.78,NA,10,NA,434.78,NA
2011,NHS Shetland,0-17,Male,0,NA,0,NA,0,NA,0,NA
2011,NHS Shetland,0-17,Female,0,NA,0,NA,0,NA,0,NA
2011,NHS Shetland,18-24,Male,0,NA,0,NA,0,NA,0,NA
2011,NHS Shetland,18-24,Female,10,NA,1145.48,NA,10,NA,1145.48,NA
2011,NHS Shetland,25-39,Male,10,NA,463.61,NA,0,NA,0,NA
2011,NHS Shetland,25-39,Female,10,NA,488.28,NA,0,NA,0,NA
2011,NHS Shetland,40-64,Male,40,NA,936.55,NA,20,NA,468.27,NA
2011,NHS Shetland,40-64,Female,20,NA,497.39,NA,10,NA,248.69,NA
2011,NHS Shetland,65+,Male,10,NA,579.71,NA,10,NA,579.71,NA
2011,NHS Shetland,65+,Female,10,NA,482.86,NA,10,NA,482.86,NA
2011,NHS Western Isles,0-17,Male,0,NA,0,NA,0,NA,0,NA
2011,NHS Western Isles,0-17,Female,0,NA,0,NA,0,NA,0,NA
2011,NHS Western Isles,18-24,Male,0,NA,0,NA,0,NA,0,NA
2011,NHS Western Isles,18-24,Female,10,NA,1240.69,NA,0,NA,0,NA
2011,NHS Western Isles,25-39,Male,10,NA,473.71,NA,10,NA,473.71,NA
2011,NHS Western Isles,25-39,Female,10,NA,470.15,NA,10,NA,470.15,NA
2011,NHS Western Isles,40-64,Male,50,NA,950.39,NA,30,NA,570.23,NA
2011,NHS Western Isles,40-64,Female,20,NA,395.18,NA,20,NA,395.18,NA
2011,NHS Western Isles,65+,Male,30,NA,1152.07,NA,20,NA,768.05,NA
2011,NHS Western Isles,65+,Female,30,NA,877.96,NA,20,NA,585.31,NA
2011,NHS Fife,0-17,Male,20,NA,53.35,NA,20,NA,53.35,NA
2011,NHS Fife,0-17,Female,10,NA,27.94,NA,10,NA,27.94,NA
2011,NHS Fife,18-24,Male,60,NA,368.37,NA,50,NA,306.97,NA
2011,NHS Fife,18-24,Female,80,NA,466.12,NA,50,NA,291.32,NA
2011,NHS Fife,25-39,Male,330,NA,1050.32,NA,200,NA,636.56,NA
2011,NHS Fife,25-39,Female,200,NA,607.35,NA,130,NA,394.78,NA
2011,NHS Fife,40-64,Male,430,NA,678.92,NA,260,NA,410.51,NA
2011,NHS Fife,40-64,Female,390,NA,588.34,NA,250,NA,377.14,NA
2011,NHS Fife,65+,Male,340,NA,1195.29,NA,220,NA,773.42,NA
2011,NHS Fife,65+,Female,490,NA,1355.39,NA,290,NA,802.17,NA
2011,NHS Tayside,0-17,Male,10,NA,24.84,NA,10,NA,24.84,NA
